from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	50	44
ANTHROPOLOGY	ARCHAEOLOGY	38	153
ANTHROPOLOGY	ART HISTORY	126	267
ANTHROPOLOGY	ASTRONOMY	10	9
ANTHROPOLOGY	BIOCHEMISTRY	77	201
ANTHROPOLOGY	CHEMISTRY	67	572
ANTHROPOLOGY	CLASSICS	18	165
ANTHROPOLOGY	COMMUNIC	16	128
ANTHROPOLOGY	COMP LIT	0	2
ANTHROPOLOGY	COMP SCI	40	17
ANTHROPOLOGY	EARTH SCI	20	102
ANTHROPOLOGY	ECONOMICS	21	270
ANTHROPOLOGY	EDUCATION	21	446
ANTHROPOLOGY	ENGINEERING	99	295
ANTHROPOLOGY	ENGLISH LIT	0	6
ANTHROPOLOGY	EVOLUTION BIO	7	37
ANTHROPOLOGY	HISTORY	1	29
ANTHROPOLOGY	LINGUISTICS	74	653
ANTHROPOLOGY	MATH	1	24
ANTHROPOLOGY	MID EAST STUD	7	46
ANTHROPOLOGY	MOLEC BIO	3	77
ANTHROPOLOGY	MUS TH & COM	4	36
ANTHROPOLOGY	NEUROSCI	222	241
ANTHROPOLOGY	PHILOSOPHY	146	277
ANTHROPOLOGY	PHYSICS	129	213
ANTHROPOLOGY	POLITICAL SCI	25	141
ANTHROPOLOGY	PSYCHOLOGY	11	203
ANTHROPOLOGY	SOCIOLOLOGY	25	421
ANTHROPOLOGY	SPANISH LIT	28	80
ANTHROPOLOGY	STATISTICS	13	252
ARCHAEOLOGY	ANTHROPOLOGY	31	40
ARCHAEOLOGY	ARCHAEOLOGY	114	31
ARCHAEOLOGY	ART HISTORY	11	11
ARCHAEOLOGY	ASTRONOMY	9	52
ARCHAEOLOGY	BIOCHEMISTRY	39	29
ARCHAEOLOGY	CHEMISTRY	34	30
ARCHAEOLOGY	CLASSICS	34	53
ARCHAEOLOGY	COMMUNIC	264	187
ARCHAEOLOGY	COMP LIT	268	107
ARCHAEOLOGY	COMP SCI	366	261
ARCHAEOLOGY	EARTH SCI	458	124
ARCHAEOLOGY	ECONOMICS	161	528
ARCHAEOLOGY	EDUCATION	33	31
ARCHAEOLOGY	ENGINEERING	345	153
ARCHAEOLOGY	ENGLISH LIT	12	27
ARCHAEOLOGY	EVOLUTION BIO	482	409
ARCHAEOLOGY	HISTORY	100	125
ARCHAEOLOGY	LINGUISTICS	98	174
ARCHAEOLOGY	MATH	26	42
ARCHAEOLOGY	MID EAST STUD	329	112
ARCHAEOLOGY	MOLEC BIO	20	43
ARCHAEOLOGY	MUS TH & COM	85	316
ARCHAEOLOGY	NEUROSCI	99	25
ARCHAEOLOGY	PHILOSOPHY	15	57
ARCHAEOLOGY	PHYSICS	6	32
ARCHAEOLOGY	POLITICAL SCI	136	118
ARCHAEOLOGY	PSYCHOLOGY	52	104
ARCHAEOLOGY	SOCIOLOLOGY	20	10
ARCHAEOLOGY	SPANISH LIT	56	24
ARCHAEOLOGY	STATISTICS	76	26
ART HISTORY	ANTHROPOLOGY	55	110
ART HISTORY	ARCHAEOLOGY	72	173
ART HISTORY	ART HISTORY	0	103
ART HISTORY	ASTRONOMY	0	10
ART HISTORY	BIOCHEMISTRY	4	54
ART HISTORY	CHEMISTRY	29	395
