field	covariate
ANTHROPOLOGY	2.7583876689009226
ARCHAEOLOGY	2.0394115370722035
ART HISTORY	4.959541244457694
ASTRONOMY	4.077098346700293
BIOCHEMISTRY	2.9647149032487263
CHEMISTRY	4.06774607184564
CLASSICS	4.181777269518814
COMMUNIC	2.3274227689778
COMP LIT	4.922041381822236
COMP SCI	3.76032648169834
EARTH SCI	2.348224098299348
ECONOMICS	4.633105512109702
EDUCATION	3.754173351822754
ENGINEERING	2.464778787369736
ENGLISH LIT	3.2165791634689405
EVOLUTION BIO	3.3051415961981347
HISTORY	4.345907248244877
LINGUISTICS	3.665481877106067
MATH	2.73294704627095
MID EAST STUD	4.53250101486755
MOLEC BIO	2.566959230001623
MUS TH & COM	4.439020920708104
NEUROSCI	3.98630162109611
PHILOSOPHY	3.3110775255937637
PHYSICS	4.2989618744016465
POLITICAL SCI	2.373639982249598
PSYCHOLOGY	3.5843512020499313
SOCIOLOLOGY	2.2958037963619833
SPANISH LIT	4.128363242745479
STATISTICS	2.5695928743432774
