field	covariate
ANTHROPOLOGY	3.6474284225666294
ARCHAEOLOGY	3.7734576785264
ART HISTORY	3.5139382747741186
ASTRONOMY	3.1414336963708247
BIOCHEMISTRY	3.3084977980992956
CHEMISTRY	4.1132633857475795
CLASSICS	4.06088045531725
COMMUNIC	2.5644949982561704
COMP LIT	4.270965316716273
COMP SCI	4.785358157934631
EARTH SCI	4.01545918356999
ECONOMICS	4.785070452197262
EDUCATION	2.0889267806759726
ENGINEERING	3.3433543053667423
ENGLISH LIT	2.764426377354236
EVOLUTION BIO	3.177083145018197
HISTORY	2.309785691774772
LINGUISTICS	2.81371959235902
MATH	2.190550516319326
MID EAST STUD	3.2946242828855272
MOLEC BIO	4.954426409516037
MUS TH & COM	2.335508425428931
NEUROSCI	4.3721159661249125
PHILOSOPHY	4.624781782000378
PHYSICS	3.1029346123617074
POLITICAL SCI	2.4813915100323176
PSYCHOLOGY	3.179689414441652
SOCIOLOLOGY	3.948841038013705
SPANISH LIT	4.816142987855575
STATISTICS	2.260048401045791
