field	covariate
ANTHROPOLOGY	3.2629009500672046
ARCHAEOLOGY	4.170678465254028
ART HISTORY	4.720198003331734
ASTRONOMY	4.734636969875121
BIOCHEMISTRY	4.193324314615991
CHEMISTRY	4.845196865448887
CLASSICS	2.281294717039387
COMMUNIC	4.849860584497126
COMP LIT	4.903627756571714
COMP SCI	4.119132749275332
EARTH SCI	2.684519546605463
ECONOMICS	4.146002407435459
EDUCATION	3.7217798119724894
ENGINEERING	3.8331637798185003
ENGLISH LIT	4.713196642174703
EVOLUTION BIO	3.205726000957993
HISTORY	4.233561693548987
LINGUISTICS	4.016110649584469
MATH	3.4071315524041252
MID EAST STUD	2.1415102128075905
MOLEC BIO	2.524602378558721
MUS TH & COM	4.513720965571814
NEUROSCI	4.5066240545634315
PHILOSOPHY	4.815904696757396
PHYSICS	4.293888179780613
POLITICAL SCI	4.298430083481745
PSYCHOLOGY	2.7279186270765856
SOCIOLOLOGY	2.141269672937407
SPANISH LIT	2.7934105227562487
STATISTICS	4.039393825185027
