field	covariate
ANTHROPOLOGY	4.912964194782085
ARCHAEOLOGY	4.8510587181822435
ART HISTORY	2.7897444663314737
ASTRONOMY	2.6630092903483398
BIOCHEMISTRY	4.656532996534863
CHEMISTRY	2.015222158812197
CLASSICS	3.810125882442852
COMMUNIC	4.657890229570481
COMP LIT	2.1320108465856435
COMP SCI	4.016944903502317
EARTH SCI	3.882343135724
ECONOMICS	3.0492592746442893
EDUCATION	3.5326655581407844
ENGINEERING	4.081374688776211
ENGLISH LIT	3.904464088152984
EVOLUTION BIO	2.3327876416060556
HISTORY	2.427404851798805
LINGUISTICS	2.413722825234084
MATH	4.539254127056953
MID EAST STUD	4.556433718144211
MOLEC BIO	3.7476034515417695
MUS TH & COM	2.009278885458919
NEUROSCI	2.601824639578605
PHILOSOPHY	2.013109664328248
PHYSICS	4.293756792100952
POLITICAL SCI	2.7964899251864708
PSYCHOLOGY	3.0438978464207014
SOCIOLOLOGY	4.0686266190363565
SPANISH LIT	3.7587923714213725
STATISTICS	2.7410614422655284
