from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	1	9
ANTHROPOLOGY	ARCHAEOLOGY	4	12
ANTHROPOLOGY	ART HISTORY	3	56
ANTHROPOLOGY	ASTRONOMY	35	195
ANTHROPOLOGY	BIOCHEMISTRY	3	171
ANTHROPOLOGY	CHEMISTRY	6	15
ANTHROPOLOGY	CLASSICS	24	64
ANTHROPOLOGY	COMMUNIC	21	272
ANTHROPOLOGY	COMP LIT	42	206
ANTHROPOLOGY	COMP SCI	3	63
ANTHROPOLOGY	EARTH SCI	244	1444
ANTHROPOLOGY	ECONOMICS	1	0
ANTHROPOLOGY	EDUCATION	3	4
ANTHROPOLOGY	ENGINEERING	15	97
ANTHROPOLOGY	ENGLISH LIT	0	12
ANTHROPOLOGY	EVOLUTION BIO	7	146
ANTHROPOLOGY	HISTORY	301	227
ANTHROPOLOGY	LINGUISTICS	3	36
ANTHROPOLOGY	MATH	5	223
ANTHROPOLOGY	MID EAST STUD	1	10
ANTHROPOLOGY	MOLEC BIO	36	1134
ANTHROPOLOGY	MUS TH & COM	1	82
ANTHROPOLOGY	NEUROSCI	0	4
ANTHROPOLOGY	PHILOSOPHY	160	401
ANTHROPOLOGY	PHYSICS	5	156
ANTHROPOLOGY	POLITICAL SCI	6	104
ANTHROPOLOGY	PSYCHOLOGY	0	71
ANTHROPOLOGY	SOCIOLOLOGY	44	217
ANTHROPOLOGY	SPANISH LIT	6	146
ANTHROPOLOGY	STATISTICS	27	278
ARCHAEOLOGY	ANTHROPOLOGY	83	26
ARCHAEOLOGY	ARCHAEOLOGY	19	39
ARCHAEOLOGY	ART HISTORY	20	50
ARCHAEOLOGY	ASTRONOMY	48	61
ARCHAEOLOGY	BIOCHEMISTRY	389	111
ARCHAEOLOGY	CHEMISTRY	92	358
ARCHAEOLOGY	CLASSICS	11	20
ARCHAEOLOGY	COMMUNIC	3	2
ARCHAEOLOGY	COMP LIT	17	1
ARCHAEOLOGY	COMP SCI	41	54
ARCHAEOLOGY	EARTH SCI	26	43
ARCHAEOLOGY	ECONOMICS	85	15
ARCHAEOLOGY	EDUCATION	6	17
ARCHAEOLOGY	ENGINEERING	1	29
ARCHAEOLOGY	ENGLISH LIT	84	97
ARCHAEOLOGY	EVOLUTION BIO	276	265
ARCHAEOLOGY	HISTORY	8	14
ARCHAEOLOGY	LINGUISTICS	4	48
ARCHAEOLOGY	MATH	124	158
ARCHAEOLOGY	MID EAST STUD	23	16
ARCHAEOLOGY	MOLEC BIO	113	182
ARCHAEOLOGY	MUS TH & COM	1	22
ARCHAEOLOGY	NEUROSCI	416	435
ARCHAEOLOGY	PHILOSOPHY	179	171
ARCHAEOLOGY	PHYSICS	18	52
ARCHAEOLOGY	POLITICAL SCI	21	32
ARCHAEOLOGY	PSYCHOLOGY	117	283
ARCHAEOLOGY	SOCIOLOLOGY	159	483
ARCHAEOLOGY	SPANISH LIT	83	86
ARCHAEOLOGY	STATISTICS	20	58
ART HISTORY	ANTHROPOLOGY	7	12
ART HISTORY	ARCHAEOLOGY	23	4
ART HISTORY	ART HISTORY	0	9
ART HISTORY	ASTRONOMY	253	279
ART HISTORY	BIOCHEMISTRY	2	54
ART HISTORY	CHEMISTRY	40	85
ART HISTORY	CLASSICS	100	206
ART HISTORY	COMMUNIC	25	121
ART HISTORY	COMP LIT	77	99
ART HISTORY	COMP SCI	88	236
ART HISTORY	EARTH SCI	50	91
ART HISTORY	ECONOMICS	155	159
ART HISTORY	EDUCATION	1	1
ART HISTORY	ENGINEERING	105	134
ART HISTORY	ENGLISH LIT	9	16
ART HISTORY	EVOLUTION BIO	6	32
ART HISTORY	HISTORY	87	115
ART HISTORY	LINGUISTICS	1	3
ART HISTORY	MATH	4	87
ART HISTORY	MID EAST STUD	5	18
ART HISTORY	MOLEC BIO	0	1
ART HISTORY	MUS TH & COM	22	65
ART HISTORY	NEUROSCI	5	72
ART HISTORY	PHILOSOPHY	1	8
ART HISTORY	PHYSICS	6	7
ART HISTORY	POLITICAL SCI	15	62
ART HISTORY	PSYCHOLOGY	4	148
ART HISTORY	SOCIOLOLOGY	6	91
ART HISTORY	SPANISH LIT	61	156
ART HISTORY	STATISTICS	0	0
ASTRONOMY	ANTHROPOLOGY	106	23
ASTRONOMY	ARCHAEOLOGY	66	167
ASTRONOMY	ART HISTORY	42	145
ASTRONOMY	ASTRONOMY	128	91
ASTRONOMY	BIOCHEMISTRY	4	24
ASTRONOMY	CHEMISTRY	0	49
ASTRONOMY	CLASSICS	0	1
ASTRONOMY	COMMUNIC	88	86
ASTRONOMY	COMP LIT	3	13
ASTRONOMY	COMP SCI	19	62
ASTRONOMY	EARTH SCI	3	25
ASTRONOMY	ECONOMICS	10	4
ASTRONOMY	EDUCATION	94	375
ASTRONOMY	ENGINEERING	7	27
ASTRONOMY	ENGLISH LIT	120	100
ASTRONOMY	EVOLUTION BIO	32	173
ASTRONOMY	HISTORY	101	84
ASTRONOMY	LINGUISTICS	4	0
ASTRONOMY	MATH	18	60
ASTRONOMY	MID EAST STUD	21	38
ASTRONOMY	MOLEC BIO	93	494
ASTRONOMY	MUS TH & COM	6	29
ASTRONOMY	NEUROSCI	29	23
ASTRONOMY	PHILOSOPHY	31	166
ASTRONOMY	PHYSICS	1	55
ASTRONOMY	POLITICAL SCI	22	252
ASTRONOMY	PSYCHOLOGY	31	156
ASTRONOMY	SOCIOLOLOGY	159	258
ASTRONOMY	SPANISH LIT	41	170
ASTRONOMY	STATISTICS	46	386
BIOCHEMISTRY	ANTHROPOLOGY	14	87
BIOCHEMISTRY	ARCHAEOLOGY	69	19
BIOCHEMISTRY	ART HISTORY	3	45
BIOCHEMISTRY	ASTRONOMY	174	293
BIOCHEMISTRY	BIOCHEMISTRY	20	13
BIOCHEMISTRY	CHEMISTRY	49	48
BIOCHEMISTRY	CLASSICS	77	83
BIOCHEMISTRY	COMMUNIC	5	29
BIOCHEMISTRY	COMP LIT	44	11
BIOCHEMISTRY	COMP SCI	66	78
BIOCHEMISTRY	EARTH SCI	46	31
BIOCHEMISTRY	ECONOMICS	20	20
BIOCHEMISTRY	EDUCATION	3	2
BIOCHEMISTRY	ENGINEERING	27	24
BIOCHEMISTRY	ENGLISH LIT	72	188
BIOCHEMISTRY	EVOLUTION BIO	2	8
BIOCHEMISTRY	HISTORY	73	59
BIOCHEMISTRY	LINGUISTICS	106	61
BIOCHEMISTRY	MATH	0	0
BIOCHEMISTRY	MID EAST STUD	33	174
BIOCHEMISTRY	MOLEC BIO	14	16
BIOCHEMISTRY	MUS TH & COM	7	17
BIOCHEMISTRY	NEUROSCI	56	27
BIOCHEMISTRY	PHILOSOPHY	35	72
BIOCHEMISTRY	PHYSICS	4	53
BIOCHEMISTRY	POLITICAL SCI	145	182
BIOCHEMISTRY	PSYCHOLOGY	4	8
BIOCHEMISTRY	SOCIOLOLOGY	49	134
BIOCHEMISTRY	SPANISH LIT	15	42
BIOCHEMISTRY	STATISTICS	123	135
CHEMISTRY	ANTHROPOLOGY	19	1
CHEMISTRY	ARCHAEOLOGY	286	199
CHEMISTRY	ART HISTORY	11	9
CHEMISTRY	ASTRONOMY	53	7
CHEMISTRY	BIOCHEMISTRY	1	0
