from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	11	47
ANTHROPOLOGY	ARCHAEOLOGY	30	84
ANTHROPOLOGY	ART HISTORY	10	31
ANTHROPOLOGY	ASTRONOMY	19	104
ANTHROPOLOGY	BIOCHEMISTRY	144	517
ANTHROPOLOGY	CHEMISTRY	51	142
ANTHROPOLOGY	CLASSICS	5	11
ANTHROPOLOGY	COMMUNIC	8	62
ANTHROPOLOGY	COMP LIT	11	57
ANTHROPOLOGY	COMP SCI	4	16
ANTHROPOLOGY	EARTH SCI	9	21
ANTHROPOLOGY	ECONOMICS	3	22
ANTHROPOLOGY	EDUCATION	41	70
ANTHROPOLOGY	ENGINEERING	36	147
ANTHROPOLOGY	ENGLISH LIT	11	33
ANTHROPOLOGY	EVOLUTION BIO	175	398
ANTHROPOLOGY	HISTORY	2	5
ANTHROPOLOGY	LINGUISTICS	7	17
ANTHROPOLOGY	MATH	1	13
ANTHROPOLOGY	MID EAST STUD	1	4
ANTHROPOLOGY	MOLEC BIO	1	0
ANTHROPOLOGY	MUS TH & COM	7	13
ANTHROPOLOGY	NEUROSCI	72	168
ANTHROPOLOGY	PHILOSOPHY	16	40
ANTHROPOLOGY	PHYSICS	91	265
ANTHROPOLOGY	POLITICAL SCI	22	118
ANTHROPOLOGY	PSYCHOLOGY	30	76
ANTHROPOLOGY	SOCIOLOLOGY	2	7
ANTHROPOLOGY	SPANISH LIT	27	139
ANTHROPOLOGY	STATISTICS	129	609
ARCHAEOLOGY	ANTHROPOLOGY	50	114
ARCHAEOLOGY	ARCHAEOLOGY	29	40
ARCHAEOLOGY	ART HISTORY	69	82
ARCHAEOLOGY	ASTRONOMY	73	179
ARCHAEOLOGY	BIOCHEMISTRY	1	1
ARCHAEOLOGY	CHEMISTRY	64	77
ARCHAEOLOGY	CLASSICS	63	119
ARCHAEOLOGY	COMMUNIC	10	33
ARCHAEOLOGY	COMP LIT	35	98
ARCHAEOLOGY	COMP SCI	163	283
ARCHAEOLOGY	EARTH SCI	0	0
ARCHAEOLOGY	ECONOMICS	3	8
ARCHAEOLOGY	EDUCATION	1	2
ARCHAEOLOGY	ENGINEERING	7	11
ARCHAEOLOGY	ENGLISH LIT	87	132
ARCHAEOLOGY	EVOLUTION BIO	218	222
ARCHAEOLOGY	HISTORY	3	9
ARCHAEOLOGY	LINGUISTICS	89	125
ARCHAEOLOGY	MATH	5	26
ARCHAEOLOGY	MID EAST STUD	222	340
ARCHAEOLOGY	MOLEC BIO	181	232
ARCHAEOLOGY	MUS TH & COM	25	20
ARCHAEOLOGY	NEUROSCI	28	44
ARCHAEOLOGY	PHILOSOPHY	0	0
ARCHAEOLOGY	PHYSICS	21	53
ARCHAEOLOGY	POLITICAL SCI	17	23
ARCHAEOLOGY	PSYCHOLOGY	124	205
ARCHAEOLOGY	SOCIOLOLOGY	22	64
ARCHAEOLOGY	SPANISH LIT	141	298
ARCHAEOLOGY	STATISTICS	29	70
ART HISTORY	ANTHROPOLOGY	2	26
ART HISTORY	ARCHAEOLOGY	17	64
ART HISTORY	ART HISTORY	23	164
ART HISTORY	ASTRONOMY	1	3
ART HISTORY	BIOCHEMISTRY	15	99
ART HISTORY	CHEMISTRY	2	14
ART HISTORY	CLASSICS	4	53
ART HISTORY	COMMUNIC	11	105
ART HISTORY	COMP LIT	75	447
ART HISTORY	COMP SCI	56	428
ART HISTORY	EARTH SCI	10	46
ART HISTORY	ECONOMICS	21	224
ART HISTORY	EDUCATION	0	2
ART HISTORY	ENGINEERING	13	124
ART HISTORY	ENGLISH LIT	4	18
ART HISTORY	EVOLUTION BIO	26	126
ART HISTORY	HISTORY	2	19
ART HISTORY	LINGUISTICS	17	84
ART HISTORY	MATH	23	247
ART HISTORY	MID EAST STUD	13	80
ART HISTORY	MOLEC BIO	7	28
ART HISTORY	MUS TH & COM	16	108
ART HISTORY	NEUROSCI	31	218
ART HISTORY	PHILOSOPHY	6	13
ART HISTORY	PHYSICS	13	67
ART HISTORY	POLITICAL SCI	1	2
ART HISTORY	PSYCHOLOGY	2	4
ART HISTORY	SOCIOLOLOGY	0	14
ART HISTORY	SPANISH LIT	15	225
ART HISTORY	STATISTICS	15	154
ASTRONOMY	ANTHROPOLOGY	16	25
ASTRONOMY	ARCHAEOLOGY	94	87
ASTRONOMY	ART HISTORY	3	3
ASTRONOMY	ASTRONOMY	55	114
ASTRONOMY	BIOCHEMISTRY	105	144
ASTRONOMY	CHEMISTRY	14	13
ASTRONOMY	CLASSICS	15	33
ASTRONOMY	COMMUNIC	3	5
ASTRONOMY	COMP LIT	34	31
ASTRONOMY	COMP SCI	15	11
ASTRONOMY	EARTH SCI	25	49
ASTRONOMY	ECONOMICS	165	273
ASTRONOMY	EDUCATION	37	37
ASTRONOMY	ENGINEERING	14	20
ASTRONOMY	ENGLISH LIT	152	135
ASTRONOMY	EVOLUTION BIO	7	0
ASTRONOMY	HISTORY	17	39
ASTRONOMY	LINGUISTICS	13	22
ASTRONOMY	MATH	16	34
ASTRONOMY	MID EAST STUD	75	80
ASTRONOMY	MOLEC BIO	153	113
ASTRONOMY	MUS TH & COM	0	1
ASTRONOMY	NEUROSCI	33	19
ASTRONOMY	PHILOSOPHY	156	160
ASTRONOMY	PHYSICS	64	104
ASTRONOMY	POLITICAL SCI	8	7
ASTRONOMY	PSYCHOLOGY	66	71
ASTRONOMY	SOCIOLOLOGY	437	608
ASTRONOMY	SPANISH LIT	141	197
ASTRONOMY	STATISTICS	15	17
BIOCHEMISTRY	ANTHROPOLOGY	99	240
BIOCHEMISTRY	ARCHAEOLOGY	3	2
BIOCHEMISTRY	ART HISTORY	1	0
BIOCHEMISTRY	ASTRONOMY	44	94
BIOCHEMISTRY	BIOCHEMISTRY	37	62
BIOCHEMISTRY	CHEMISTRY	9	33
BIOCHEMISTRY	CLASSICS	28	71
BIOCHEMISTRY	COMMUNIC	51	150
BIOCHEMISTRY	COMP LIT	28	48
BIOCHEMISTRY	COMP SCI	81	120
BIOCHEMISTRY	EARTH SCI	5	9
BIOCHEMISTRY	ECONOMICS	3	4
BIOCHEMISTRY	EDUCATION	3	2
BIOCHEMISTRY	ENGINEERING	7	10
BIOCHEMISTRY	ENGLISH LIT	23	19
BIOCHEMISTRY	EVOLUTION BIO	2	0
BIOCHEMISTRY	HISTORY	20	63
BIOCHEMISTRY	LINGUISTICS	3	5
BIOCHEMISTRY	MATH	26	100
BIOCHEMISTRY	MID EAST STUD	300	390
BIOCHEMISTRY	MOLEC BIO	10	20
BIOCHEMISTRY	MUS TH & COM	138	172
BIOCHEMISTRY	NEUROSCI	28	27
BIOCHEMISTRY	PHILOSOPHY	190	228
BIOCHEMISTRY	PHYSICS	18	19
BIOCHEMISTRY	POLITICAL SCI	133	244
BIOCHEMISTRY	PSYCHOLOGY	8	9
BIOCHEMISTRY	SOCIOLOLOGY	93	150
BIOCHEMISTRY	SPANISH LIT	142	300
BIOCHEMISTRY	STATISTICS	20	46
CHEMISTRY	ANTHROPOLOGY	119	67
CHEMISTRY	ARCHAEOLOGY	3	0
CHEMISTRY	ART HISTORY	120	45
CHEMISTRY	ASTRONOMY	37	34
CHEMISTRY	BIOCHEMISTRY	446	220
CHEMISTRY	CHEMISTRY	163	79
CHEMISTRY	CLASSICS	117	71
CHEMISTRY	COMMUNIC	20	24
CHEMISTRY	COMP LIT	89	47
CHEMISTRY	COMP SCI	25	9
CHEMISTRY	EARTH SCI	72	42
CHEMISTRY	ECONOMICS	34	35
CHEMISTRY	EDUCATION	81	35
CHEMISTRY	ENGINEERING	11	5
CHEMISTRY	ENGLISH LIT	330	122
CHEMISTRY	EVOLUTION BIO	39	16
CHEMISTRY	HISTORY	24	21
CHEMISTRY	LINGUISTICS	320	102
CHEMISTRY	MATH	26	12
CHEMISTRY	MID EAST STUD	27	14
CHEMISTRY	MOLEC BIO	63	24
CHEMISTRY	MUS TH & COM	7	5
CHEMISTRY	NEUROSCI	157	65
CHEMISTRY	PHILOSOPHY	227	86
CHEMISTRY	PHYSICS	235	103
CHEMISTRY	POLITICAL SCI	89	36
CHEMISTRY	PSYCHOLOGY	104	36
CHEMISTRY	SOCIOLOLOGY	95	64
CHEMISTRY	SPANISH LIT	21	25
CHEMISTRY	STATISTICS	22	22
CLASSICS	ANTHROPOLOGY	124	763
CLASSICS	ARCHAEOLOGY	2	1
CLASSICS	ART HISTORY	36	125
CLASSICS	ASTRONOMY	94	552
CLASSICS	BIOCHEMISTRY	43	212
CLASSICS	CHEMISTRY	5	21
CLASSICS	CLASSICS	89	426
