field	covariate
ANTHROPOLOGY	2.9495241696273404
ARCHAEOLOGY	4.236840042661
ART HISTORY	3.01158017300533
ASTRONOMY	3.8026032408869352
BIOCHEMISTRY	3.038484458823389
CHEMISTRY	4.934987743554911
CLASSICS	2.1879844458525115
COMMUNIC	3.017964552250009
COMP LIT	4.179174932352853
COMP SCI	4.045018656490317
EARTH SCI	3.3217437374288385
ECONOMICS	2.8797865527238953
EDUCATION	4.722734299734353
ENGINEERING	4.559955876682458
ENGLISH LIT	3.3892290901000623
EVOLUTION BIO	4.780511512440601
HISTORY	2.7003613765984515
LINGUISTICS	4.580044987576354
MATH	3.673168877195329
MID EAST STUD	3.562149417485501
MOLEC BIO	3.1729946611259456
MUS TH & COM	3.122290196727208
NEUROSCI	3.6259888837226035
PHILOSOPHY	4.892652923290307
PHYSICS	2.7709846690090054
POLITICAL SCI	3.8087672068131204
PSYCHOLOGY	2.6558873457703154
SOCIOLOLOGY	4.239388643806429
SPANISH LIT	3.4346366616424087
STATISTICS	3.135607643031839
