field	covariate
ANTHROPOLOGY	4.655009795221168
ARCHAEOLOGY	3.4569359724268836
ART HISTORY	2.399571030501422
ASTRONOMY	3.043453316440796
BIOCHEMISTRY	4.345795055173102
CHEMISTRY	3.1868673840572392
CLASSICS	3.7323629738080717
COMMUNIC	3.1384322764269754
COMP LIT	4.10009586347117
COMP SCI	3.1040020018094183
EARTH SCI	2.651204075916286
ECONOMICS	4.681647726090812
EDUCATION	3.3231810285170997
ENGINEERING	4.446655182326577
ENGLISH LIT	3.80924919054719
EVOLUTION BIO	4.497882490834683
HISTORY	3.0721468893717017
LINGUISTICS	4.110695647869637
MATH	4.261406370356951
MID EAST STUD	4.442541626083234
MOLEC BIO	3.867968734656098
MUS TH & COM	2.177713054027735
NEUROSCI	2.726982246393133
PHILOSOPHY	2.7568108970613787
PHYSICS	4.386534045548503
POLITICAL SCI	3.727040684412916
PSYCHOLOGY	3.5149912337012537
SOCIOLOLOGY	3.8778243447772165
SPANISH LIT	2.3248944474481803
STATISTICS	3.273045010065052
