field	covariate
ANTHROPOLOGY	3.2653019359929534
ARCHAEOLOGY	2.8696202435534888
ART HISTORY	3.1459205870928084
ASTRONOMY	2.5972856288506083
BIOCHEMISTRY	3.416071843642442
CHEMISTRY	3.8429524137507642
CLASSICS	3.1133140011355414
COMMUNIC	3.3457544685580416
COMP LIT	3.0124411656000163
COMP SCI	3.082715676447639
EARTH SCI	3.88385803140834
ECONOMICS	4.62251450853452
EDUCATION	3.2281594504174604
ENGINEERING	3.238922985950517
ENGLISH LIT	4.789517477975167
EVOLUTION BIO	3.198283597547083
HISTORY	4.235022948204394
LINGUISTICS	2.2693624338863576
MATH	2.5577720296080475
MID EAST STUD	3.376639994495796
MOLEC BIO	4.215657541462852
MUS TH & COM	4.067081436385951
NEUROSCI	4.86574392960617
PHILOSOPHY	4.994619979499898
PHYSICS	2.343930239051101
POLITICAL SCI	3.4900913005794423
PSYCHOLOGY	3.824209944709825
SOCIOLOLOGY	3.0521866905772086
SPANISH LIT	2.7890281525085308
STATISTICS	3.3580909277250393
