field	covariate
ANTHROPOLOGY	3.5206554643472883
ARCHAEOLOGY	3.8874570492573017
ART HISTORY	2.1438211161237697
ASTRONOMY	3.032979722855755
BIOCHEMISTRY	3.1663735422900663
CHEMISTRY	2.8045145700934917
CLASSICS	4.633135310859925
COMMUNIC	2.574397200192513
COMP LIT	2.998492429420396
COMP SCI	3.9505956109303044
EARTH SCI	3.0040387189523274
ECONOMICS	4.614854885915523
EDUCATION	4.693837744055729
ENGINEERING	4.898903513396698
ENGLISH LIT	3.062811866670215
EVOLUTION BIO	3.894389123106191
HISTORY	3.7885080376456477
LINGUISTICS	3.011726636562129
MATH	2.403007626604694
MID EAST STUD	3.326908056798836
MOLEC BIO	3.79564920655087
MUS TH & COM	4.895160163301274
NEUROSCI	4.696516426404539
PHILOSOPHY	2.6946979947279175
PHYSICS	4.740120954857481
POLITICAL SCI	2.0714739670130964
PSYCHOLOGY	4.749982298608652
SOCIOLOLOGY	3.7113457980263824
SPANISH LIT	2.482424511878066
STATISTICS	4.021748364310678
