from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	47	121
ANTHROPOLOGY	ARCHAEOLOGY	19	450
ANTHROPOLOGY	ART HISTORY	50	30
ANTHROPOLOGY	ASTRONOMY	1	7
ANTHROPOLOGY	BIOCHEMISTRY	91	361
ANTHROPOLOGY	CHEMISTRY	14	76
ANTHROPOLOGY	CLASSICS	130	923
ANTHROPOLOGY	COMMUNIC	6	60
ANTHROPOLOGY	COMP LIT	17	55
ANTHROPOLOGY	COMP SCI	6	165
ANTHROPOLOGY	EARTH SCI	79	280
ANTHROPOLOGY	ECONOMICS	11	231
ANTHROPOLOGY	EDUCATION	0	20
ANTHROPOLOGY	ENGINEERING	9	35
ANTHROPOLOGY	ENGLISH LIT	47	307
ANTHROPOLOGY	EVOLUTION BIO	38	89
ANTHROPOLOGY	HISTORY	47	42
ANTHROPOLOGY	LINGUISTICS	63	129
ANTHROPOLOGY	MATH	5	6
ANTHROPOLOGY	MID EAST STUD	53	173
ANTHROPOLOGY	MOLEC BIO	15	54
ANTHROPOLOGY	MUS TH & COM	18	95
ANTHROPOLOGY	NEUROSCI	257	487
ANTHROPOLOGY	PHILOSOPHY	192	281
ANTHROPOLOGY	PHYSICS	21	25
ANTHROPOLOGY	POLITICAL SCI	8	252
ANTHROPOLOGY	PSYCHOLOGY	22	369
ANTHROPOLOGY	SOCIOLOLOGY	5	74
ANTHROPOLOGY	SPANISH LIT	21	21
ANTHROPOLOGY	STATISTICS	112	356
ARCHAEOLOGY	ANTHROPOLOGY	8	3
ARCHAEOLOGY	ARCHAEOLOGY	28	5
ARCHAEOLOGY	ART HISTORY	20	9
ARCHAEOLOGY	ASTRONOMY	194	30
ARCHAEOLOGY	BIOCHEMISTRY	1	5
ARCHAEOLOGY	CHEMISTRY	40	2
ARCHAEOLOGY	CLASSICS	24	28
ARCHAEOLOGY	COMMUNIC	0	1
ARCHAEOLOGY	COMP LIT	498	149
ARCHAEOLOGY	COMP SCI	4	6
ARCHAEOLOGY	EARTH SCI	168	33
ARCHAEOLOGY	ECONOMICS	7	34
ARCHAEOLOGY	EDUCATION	8	27
ARCHAEOLOGY	ENGINEERING	57	56
ARCHAEOLOGY	ENGLISH LIT	807	218
ARCHAEOLOGY	EVOLUTION BIO	1	2
ARCHAEOLOGY	HISTORY	388	24
ARCHAEOLOGY	LINGUISTICS	295	49
ARCHAEOLOGY	MATH	345	306
ARCHAEOLOGY	MID EAST STUD	245	147
ARCHAEOLOGY	MOLEC BIO	90	494
ARCHAEOLOGY	MUS TH & COM	21	15
ARCHAEOLOGY	NEUROSCI	197	54
ARCHAEOLOGY	PHILOSOPHY	826	171
ARCHAEOLOGY	PHYSICS	148	77
ARCHAEOLOGY	POLITICAL SCI	13	17
ARCHAEOLOGY	PSYCHOLOGY	16	0
ARCHAEOLOGY	SOCIOLOLOGY	103	9
ARCHAEOLOGY	SPANISH LIT	92	30
ARCHAEOLOGY	STATISTICS	254	63
ART HISTORY	ANTHROPOLOGY	61	647
ART HISTORY	ARCHAEOLOGY	4	260
ART HISTORY	ART HISTORY	15	170
ART HISTORY	ASTRONOMY	8	51
ART HISTORY	BIOCHEMISTRY	25	310
ART HISTORY	CHEMISTRY	270	317
ART HISTORY	CLASSICS	1	38
ART HISTORY	COMMUNIC	86	390
ART HISTORY	COMP LIT	0	15
ART HISTORY	COMP SCI	16	204
ART HISTORY	EARTH SCI	76	127
ART HISTORY	ECONOMICS	6	249
ART HISTORY	EDUCATION	1	41
ART HISTORY	ENGINEERING	12	191
ART HISTORY	ENGLISH LIT	51	184
ART HISTORY	EVOLUTION BIO	10	557
ART HISTORY	HISTORY	474	210
ART HISTORY	LINGUISTICS	1	3
ART HISTORY	MATH	2	231
ART HISTORY	MID EAST STUD	3	132
ART HISTORY	MOLEC BIO	1	13
ART HISTORY	MUS TH & COM	38	249
ART HISTORY	NEUROSCI	57	1485
ART HISTORY	PHILOSOPHY	208	439
ART HISTORY	PHYSICS	12	51
ART HISTORY	POLITICAL SCI	10	496
ART HISTORY	PSYCHOLOGY	2	36
ART HISTORY	SOCIOLOLOGY	15	188
ART HISTORY	SPANISH LIT	19	253
ART HISTORY	STATISTICS	7	392
ASTRONOMY	ANTHROPOLOGY	0	4
ASTRONOMY	ARCHAEOLOGY	124	186
ASTRONOMY	ART HISTORY	7	54
ASTRONOMY	ASTRONOMY	48	229
ASTRONOMY	BIOCHEMISTRY	13	105
ASTRONOMY	CHEMISTRY	93	102
ASTRONOMY	CLASSICS	8	86
ASTRONOMY	COMMUNIC	49	975
ASTRONOMY	COMP LIT	100	143
ASTRONOMY	COMP SCI	6	133
ASTRONOMY	EARTH SCI	0	7
ASTRONOMY	ECONOMICS	22	643
ASTRONOMY	EDUCATION	12	589
ASTRONOMY	ENGINEERING	190	553
