field	covariate
ANTHROPOLOGY	4.8938264802179745
ARCHAEOLOGY	4.6855133020934545
ART HISTORY	2.0113080663439744
ASTRONOMY	2.9286596454104314
BIOCHEMISTRY	4.007712911249587
CHEMISTRY	3.8704213883699152
CLASSICS	3.873992958306066
COMMUNIC	4.029237915000935
COMP LIT	3.600725478096012
COMP SCI	3.601646638435629
EARTH SCI	2.4907526876826376
ECONOMICS	2.7294067230878905
EDUCATION	2.2308349227722384
ENGINEERING	2.5344169490216157
ENGLISH LIT	3.347077083680028
EVOLUTION BIO	4.806701380091125
HISTORY	3.2584354187702327
LINGUISTICS	3.1615936068248676
MATH	4.093949893785347
MID EAST STUD	4.391738276981165
MOLEC BIO	4.7620989727091185
MUS TH & COM	4.927249509555789
NEUROSCI	4.373814324406835
PHILOSOPHY	4.585426046192854
PHYSICS	4.419938210326979
POLITICAL SCI	2.40500719035391
PSYCHOLOGY	3.164153236465565
SOCIOLOLOGY	3.9978221725917855
SPANISH LIT	2.525197976799177
STATISTICS	2.6044278880329426
