from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	41	124
ANTHROPOLOGY	ARCHAEOLOGY	45	127
ANTHROPOLOGY	ART HISTORY	25	73
ANTHROPOLOGY	ASTRONOMY	34	304
ANTHROPOLOGY	BIOCHEMISTRY	58	391
ANTHROPOLOGY	CHEMISTRY	35	126
ANTHROPOLOGY	CLASSICS	84	375
ANTHROPOLOGY	COMMUNIC	43	187
ANTHROPOLOGY	COMP LIT	3	99
ANTHROPOLOGY	COMP SCI	0	2
ANTHROPOLOGY	EARTH SCI	0	33
ANTHROPOLOGY	ECONOMICS	5	29
ANTHROPOLOGY	EDUCATION	9	91
ANTHROPOLOGY	ENGINEERING	30	287
ANTHROPOLOGY	ENGLISH LIT	126	457
ANTHROPOLOGY	EVOLUTION BIO	7	128
ANTHROPOLOGY	HISTORY	3	70
ANTHROPOLOGY	LINGUISTICS	49	238
ANTHROPOLOGY	MATH	1	95
ANTHROPOLOGY	MID EAST STUD	4	98
ANTHROPOLOGY	MOLEC BIO	0	57
ANTHROPOLOGY	MUS TH & COM	9	315
ANTHROPOLOGY	NEUROSCI	4	64
ANTHROPOLOGY	PHILOSOPHY	10	122
ANTHROPOLOGY	PHYSICS	8	132
ANTHROPOLOGY	POLITICAL SCI	9	418
ANTHROPOLOGY	PSYCHOLOGY	16	167
ANTHROPOLOGY	SOCIOLOLOGY	68	242
ANTHROPOLOGY	SPANISH LIT	8	96
ANTHROPOLOGY	STATISTICS	24	29
ARCHAEOLOGY	ANTHROPOLOGY	106	197
ARCHAEOLOGY	ARCHAEOLOGY	128	133
ARCHAEOLOGY	ART HISTORY	88	186
ARCHAEOLOGY	ASTRONOMY	115	133
ARCHAEOLOGY	BIOCHEMISTRY	4	2
ARCHAEOLOGY	CHEMISTRY	122	214
ARCHAEOLOGY	CLASSICS	19	42
ARCHAEOLOGY	COMMUNIC	62	358
ARCHAEOLOGY	COMP LIT	22	518
ARCHAEOLOGY	COMP SCI	69	81
ARCHAEOLOGY	EARTH SCI	8	33
ARCHAEOLOGY	ECONOMICS	210	201
ARCHAEOLOGY	EDUCATION	80	99
ARCHAEOLOGY	ENGINEERING	13	32
ARCHAEOLOGY	ENGLISH LIT	435	103
