from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	9	22
ANTHROPOLOGY	ARCHAEOLOGY	163	435
ANTHROPOLOGY	ART HISTORY	35	202
ANTHROPOLOGY	ASTRONOMY	6	13
ANTHROPOLOGY	BIOCHEMISTRY	18	74
ANTHROPOLOGY	CHEMISTRY	11	112
ANTHROPOLOGY	CLASSICS	1	229
ANTHROPOLOGY	COMMUNIC	20	143
ANTHROPOLOGY	COMP LIT	94	184
ANTHROPOLOGY	COMP SCI	42	192
ANTHROPOLOGY	EARTH SCI	0	6
ANTHROPOLOGY	ECONOMICS	16	32
ANTHROPOLOGY	EDUCATION	209	292
ANTHROPOLOGY	ENGINEERING	39	220
ANTHROPOLOGY	ENGLISH LIT	12	35
ANTHROPOLOGY	EVOLUTION BIO	12	277
ANTHROPOLOGY	HISTORY	24	79
ANTHROPOLOGY	LINGUISTICS	32	361
ANTHROPOLOGY	MATH	2	47
ANTHROPOLOGY	MID EAST STUD	14	44
ANTHROPOLOGY	MOLEC BIO	82	62
ANTHROPOLOGY	MUS TH & COM	298	104
ANTHROPOLOGY	NEUROSCI	128	180
ANTHROPOLOGY	PHILOSOPHY	7	74
ANTHROPOLOGY	PHYSICS	64	69
ANTHROPOLOGY	POLITICAL SCI	0	6
ANTHROPOLOGY	PSYCHOLOGY	109	272
ANTHROPOLOGY	SOCIOLOLOGY	5	16
ANTHROPOLOGY	SPANISH LIT	46	42
ANTHROPOLOGY	STATISTICS	28	281
ARCHAEOLOGY	ANTHROPOLOGY	1	1
ARCHAEOLOGY	ARCHAEOLOGY	13	5
ARCHAEOLOGY	ART HISTORY	132	7
ARCHAEOLOGY	ASTRONOMY	14	11
ARCHAEOLOGY	BIOCHEMISTRY	61	51
ARCHAEOLOGY	CHEMISTRY	37	102
ARCHAEOLOGY	CLASSICS	24	68
ARCHAEOLOGY	COMMUNIC	15	0
ARCHAEOLOGY	COMP LIT	53	25
ARCHAEOLOGY	COMP SCI	149	217
ARCHAEOLOGY	EARTH SCI	465	93
ARCHAEOLOGY	ECONOMICS	118	124
ARCHAEOLOGY	EDUCATION	38	17
ARCHAEOLOGY	ENGINEERING	0	5
ARCHAEOLOGY	ENGLISH LIT	119	84
ARCHAEOLOGY	EVOLUTION BIO	55	194
ARCHAEOLOGY	HISTORY	33	51
ARCHAEOLOGY	LINGUISTICS	70	123
ARCHAEOLOGY	MATH	340	329
ARCHAEOLOGY	MID EAST STUD	774	89
ARCHAEOLOGY	MOLEC BIO	23	24
ARCHAEOLOGY	MUS TH & COM	5	0
ARCHAEOLOGY	NEUROSCI	15	21
ARCHAEOLOGY	PHILOSOPHY	131	521
ARCHAEOLOGY	PHYSICS	800	222
ARCHAEOLOGY	POLITICAL SCI	107	6
