field	covariate
ANTHROPOLOGY	2.549906136879552
ARCHAEOLOGY	4.295664690135162
ART HISTORY	4.329003775872469
ASTRONOMY	2.7504153908838034
BIOCHEMISTRY	2.242728496760537
CHEMISTRY	3.5235158434478113
CLASSICS	4.109090819700963
COMMUNIC	4.5792460408317
COMP LIT	2.3638375564003886
COMP SCI	3.8735778211434373
EARTH SCI	4.215672229428085
ECONOMICS	2.9086774461871916
EDUCATION	3.861455008696795
ENGINEERING	4.263398367417642
ENGLISH LIT	4.267276026036008
EVOLUTION BIO	3.762660196867936
HISTORY	2.9253014300587967
LINGUISTICS	4.961842047895976
MATH	3.7087044943810543
MID EAST STUD	4.627817291208509
MOLEC BIO	4.179624762290846
MUS TH & COM	4.022096022342729
NEUROSCI	3.570630550921744
PHILOSOPHY	4.059906405109355
PHYSICS	2.6721504106073004
POLITICAL SCI	2.97997876843971
PSYCHOLOGY	4.430083690807724
SOCIOLOLOGY	4.853717649607996
SPANISH LIT	4.474244355328482
STATISTICS	4.433466132536637
