from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	11	28
ANTHROPOLOGY	ARCHAEOLOGY	191	255
ANTHROPOLOGY	ART HISTORY	246	392
ANTHROPOLOGY	ASTRONOMY	40	269
ANTHROPOLOGY	BIOCHEMISTRY	135	258
ANTHROPOLOGY	CHEMISTRY	5	28
ANTHROPOLOGY	CLASSICS	205	44
ANTHROPOLOGY	COMMUNIC	40	61
ANTHROPOLOGY	COMP LIT	35	71
ANTHROPOLOGY	COMP SCI	28	27
ANTHROPOLOGY	EARTH SCI	23	253
ANTHROPOLOGY	ECONOMICS	1	2
ANTHROPOLOGY	EDUCATION	26	209
ANTHROPOLOGY	ENGINEERING	18	69
ANTHROPOLOGY	ENGLISH LIT	18	73
ANTHROPOLOGY	EVOLUTION BIO	67	466
ANTHROPOLOGY	HISTORY	183	106
ANTHROPOLOGY	LINGUISTICS	32	191
ANTHROPOLOGY	MATH	13	118
ANTHROPOLOGY	MID EAST STUD	405	520
ANTHROPOLOGY	MOLEC BIO	74	176
ANTHROPOLOGY	MUS TH & COM	38	63
ANTHROPOLOGY	NEUROSCI	9	87
ANTHROPOLOGY	PHILOSOPHY	48	72
ANTHROPOLOGY	PHYSICS	417	390
ANTHROPOLOGY	POLITICAL SCI	68	306
ANTHROPOLOGY	PSYCHOLOGY	30	83
ANTHROPOLOGY	SOCIOLOLOGY	22	813
ANTHROPOLOGY	SPANISH LIT	78	986
ANTHROPOLOGY	STATISTICS	15	47
ARCHAEOLOGY	ANTHROPOLOGY	3	8
ARCHAEOLOGY	ARCHAEOLOGY	61	29
ARCHAEOLOGY	ART HISTORY	31	23
ARCHAEOLOGY	ASTRONOMY	34	41
ARCHAEOLOGY	BIOCHEMISTRY	124	126
ARCHAEOLOGY	CHEMISTRY	36	78
ARCHAEOLOGY	CLASSICS	66	130
ARCHAEOLOGY	COMMUNIC	17	41
ARCHAEOLOGY	COMP LIT	103	15
ARCHAEOLOGY	COMP SCI	156	243
ARCHAEOLOGY	EARTH SCI	7	10
ARCHAEOLOGY	ECONOMICS	70	42
ARCHAEOLOGY	EDUCATION	600	488
ARCHAEOLOGY	ENGINEERING	788	357
ARCHAEOLOGY	ENGLISH LIT	269	50
ARCHAEOLOGY	EVOLUTION BIO	118	33
ARCHAEOLOGY	HISTORY	129	265
ARCHAEOLOGY	LINGUISTICS	72	75
ARCHAEOLOGY	MATH	79	154
ARCHAEOLOGY	MID EAST STUD	659	776
ARCHAEOLOGY	MOLEC BIO	1	1
ARCHAEOLOGY	MUS TH & COM	37	11
ARCHAEOLOGY	NEUROSCI	16	49
ARCHAEOLOGY	PHILOSOPHY	16	138
ARCHAEOLOGY	PHYSICS	16	50
ARCHAEOLOGY	POLITICAL SCI	93	66
ARCHAEOLOGY	PSYCHOLOGY	293	72
ARCHAEOLOGY	SOCIOLOLOGY	21	69
ARCHAEOLOGY	SPANISH LIT	12	88
ARCHAEOLOGY	STATISTICS	48	63
ART HISTORY	ANTHROPOLOGY	31	180
ART HISTORY	ARCHAEOLOGY	19	378
ART HISTORY	ART HISTORY	224	224
ART HISTORY	ASTRONOMY	1	37
ART HISTORY	BIOCHEMISTRY	1	14
ART HISTORY	CHEMISTRY	10	76
ART HISTORY	CLASSICS	88	135
ART HISTORY	COMMUNIC	63	217
ART HISTORY	COMP LIT	68	119
ART HISTORY	COMP SCI	13	141
ART HISTORY	EARTH SCI	109	333
ART HISTORY	ECONOMICS	44	213
ART HISTORY	EDUCATION	51	114
ART HISTORY	ENGINEERING	0	3
ART HISTORY	ENGLISH LIT	24	15
ART HISTORY	EVOLUTION BIO	33	57
ART HISTORY	HISTORY	2	2
ART HISTORY	LINGUISTICS	2	86
ART HISTORY	MATH	51	333
ART HISTORY	MID EAST STUD	33	136
ART HISTORY	MOLEC BIO	65	371
ART HISTORY	MUS TH & COM	74	73
ART HISTORY	NEUROSCI	4	29
ART HISTORY	PHILOSOPHY	10	89
