field	covariate
ANTHROPOLOGY	3.4428220786631827
ARCHAEOLOGY	3.5749204317235828
ART HISTORY	4.8542850173342975
ASTRONOMY	2.32587833156144
BIOCHEMISTRY	2.235168651158023
CHEMISTRY	3.996771555997843
CLASSICS	4.329232594522123
COMMUNIC	2.3158645431363376
COMP LIT	2.03048648686495
COMP SCI	4.175041049763204
EARTH SCI	2.3043362353210064
ECONOMICS	3.7767524958547534
EDUCATION	4.2967577717251055
ENGINEERING	2.2380545669975773
ENGLISH LIT	2.241045511204571
EVOLUTION BIO	4.963920758989332
HISTORY	3.5706574908941575
LINGUISTICS	2.235573444630044
MATH	3.553265732699901
MID EAST STUD	3.1138987556375874
MOLEC BIO	3.8013005337028773
MUS TH & COM	2.3407908049405552
NEUROSCI	4.434179737857377
PHILOSOPHY	3.2430474122561934
PHYSICS	2.529631652698783
POLITICAL SCI	3.041749467142778
PSYCHOLOGY	2.599318037521821
SOCIOLOLOGY	2.378461342303687
SPANISH LIT	3.1126250736142587
STATISTICS	2.2546459095531812
