field	covariate
ANTHROPOLOGY	2.7432809965766958
ARCHAEOLOGY	4.255622732062182
ART HISTORY	2.2962191041411835
ASTRONOMY	2.209594912048394
BIOCHEMISTRY	4.892932602701785
CHEMISTRY	4.119168115624095
CLASSICS	2.3816223026427656
COMMUNIC	4.771425392132487
COMP LIT	3.0718339695754917
COMP SCI	2.440304913612093
EARTH SCI	2.223339454111382
ECONOMICS	2.9619967830795386
EDUCATION	3.906344878444216
ENGINEERING	3.332134060056299
ENGLISH LIT	4.461092824004782
EVOLUTION BIO	4.8660514697439865
HISTORY	3.2102460008764253
LINGUISTICS	4.123087953213693
MATH	4.597406818365904
MID EAST STUD	3.898729528815558
MOLEC BIO	2.0147240474082495
MUS TH & COM	2.696545109204885
NEUROSCI	4.896776405456814
PHILOSOPHY	3.0726904038819884
PHYSICS	4.40088701541958
POLITICAL SCI	4.896822333047194
PSYCHOLOGY	4.896877890395747
SOCIOLOLOGY	2.334595400180036
SPANISH LIT	2.337292674166238
STATISTICS	2.701557587146212
