field	covariate
ANTHROPOLOGY	2.3056548973944384
ARCHAEOLOGY	4.611735056546838
ART HISTORY	3.487585922126544
ASTRONOMY	3.5188329809400947
BIOCHEMISTRY	4.921512811502019
CHEMISTRY	2.6105128953375396
CLASSICS	3.72865828768642
COMMUNIC	3.051662174571808
COMP LIT	3.428537068175239
COMP SCI	2.4355047659071682
EARTH SCI	2.1649273547248575
ECONOMICS	2.3312877727823613
EDUCATION	3.724284082277342
ENGINEERING	3.2328787052894103
ENGLISH LIT	4.70783364406111
EVOLUTION BIO	4.839499145528766
HISTORY	4.671898151649766
LINGUISTICS	3.571512323838623
MATH	2.602483503556448
MID EAST STUD	3.424961521227369
MOLEC BIO	3.1146583951629445
MUS TH & COM	2.5161188653779005
NEUROSCI	3.8598317201811057
PHILOSOPHY	4.771238800492334
PHYSICS	3.1902811459682354
POLITICAL SCI	3.3783121560084077
PSYCHOLOGY	4.517609153573034
SOCIOLOLOGY	2.5400373577799633
SPANISH LIT	2.771764202700309
STATISTICS	4.59817709621031
