from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	4	136
ANTHROPOLOGY	ARCHAEOLOGY	130	671
ANTHROPOLOGY	ART HISTORY	1	26
ANTHROPOLOGY	ASTRONOMY	6	102
ANTHROPOLOGY	BIOCHEMISTRY	182	471
ANTHROPOLOGY	CHEMISTRY	14	106
ANTHROPOLOGY	CLASSICS	5	65
ANTHROPOLOGY	COMMUNIC	15	41
ANTHROPOLOGY	COMP LIT	39	158
ANTHROPOLOGY	COMP SCI	88	385
ANTHROPOLOGY	EARTH SCI	99	184
ANTHROPOLOGY	ECONOMICS	17	15
ANTHROPOLOGY	EDUCATION	53	81
ANTHROPOLOGY	ENGINEERING	42	180
ANTHROPOLOGY	ENGLISH LIT	181	265
ANTHROPOLOGY	EVOLUTION BIO	0	8
ANTHROPOLOGY	HISTORY	58	28
ANTHROPOLOGY	LINGUISTICS	6	88
ANTHROPOLOGY	MATH	173	416
ANTHROPOLOGY	MID EAST STUD	33	34
ANTHROPOLOGY	MOLEC BIO	13	104
ANTHROPOLOGY	MUS TH & COM	327	535
ANTHROPOLOGY	NEUROSCI	19	118
ANTHROPOLOGY	PHILOSOPHY	0	56
ANTHROPOLOGY	PHYSICS	111	180
ANTHROPOLOGY	POLITICAL SCI	39	414
ANTHROPOLOGY	PSYCHOLOGY	10	114
ANTHROPOLOGY	SOCIOLOLOGY	192	138
ANTHROPOLOGY	SPANISH LIT	10	141
ANTHROPOLOGY	STATISTICS	88	402
ARCHAEOLOGY	ANTHROPOLOGY	225	16
ARCHAEOLOGY	ARCHAEOLOGY	13	25
ARCHAEOLOGY	ART HISTORY	13	9
ARCHAEOLOGY	ASTRONOMY	3	9
ARCHAEOLOGY	BIOCHEMISTRY	72	37
ARCHAEOLOGY	CHEMISTRY	122	24
ARCHAEOLOGY	CLASSICS	5	1
ARCHAEOLOGY	COMMUNIC	193	37
ARCHAEOLOGY	COMP LIT	2	3
ARCHAEOLOGY	COMP SCI	234	36
ARCHAEOLOGY	EARTH SCI	758	114
ARCHAEOLOGY	ECONOMICS	921	620
ARCHAEOLOGY	EDUCATION	37	17
ARCHAEOLOGY	ENGINEERING	41	23
ARCHAEOLOGY	ENGLISH LIT	183	13
ARCHAEOLOGY	EVOLUTION BIO	40	8
ARCHAEOLOGY	HISTORY	62	32
ARCHAEOLOGY	LINGUISTICS	14	6
ARCHAEOLOGY	MATH	304	169
ARCHAEOLOGY	MID EAST STUD	229	196
ARCHAEOLOGY	MOLEC BIO	42	14
ARCHAEOLOGY	MUS TH & COM	340	260
ARCHAEOLOGY	NEUROSCI	298	283
ARCHAEOLOGY	PHILOSOPHY	51	42
ARCHAEOLOGY	PHYSICS	392	343
ARCHAEOLOGY	POLITICAL SCI	57	23
ARCHAEOLOGY	PSYCHOLOGY	81	21
ARCHAEOLOGY	SOCIOLOLOGY	141	143
ARCHAEOLOGY	SPANISH LIT	5	11
ARCHAEOLOGY	STATISTICS	194	113
ART HISTORY	ANTHROPOLOGY	83	146
ART HISTORY	ARCHAEOLOGY	8	17
ART HISTORY	ART HISTORY	1	6
ART HISTORY	ASTRONOMY	7	70
ART HISTORY	BIOCHEMISTRY	46	449
ART HISTORY	CHEMISTRY	16	15
ART HISTORY	CLASSICS	3	10
ART HISTORY	COMMUNIC	156	157
ART HISTORY	COMP LIT	0	4
ART HISTORY	COMP SCI	76	132
ART HISTORY	EARTH SCI	0	2
ART HISTORY	ECONOMICS	40	77
ART HISTORY	EDUCATION	86	62
ART HISTORY	ENGINEERING	152	352
ART HISTORY	ENGLISH LIT	41	32
ART HISTORY	EVOLUTION BIO	12	4
ART HISTORY	HISTORY	0	5
ART HISTORY	LINGUISTICS	9	45
ART HISTORY	MATH	0	4
ART HISTORY	MID EAST STUD	94	756
ART HISTORY	MOLEC BIO	121	442
ART HISTORY	MUS TH & COM	3	5
ART HISTORY	NEUROSCI	85	154
ART HISTORY	PHILOSOPHY	16	47
ART HISTORY	PHYSICS	20	34
ART HISTORY	POLITICAL SCI	137	273
ART HISTORY	PSYCHOLOGY	0	1
ART HISTORY	SOCIOLOLOGY	21	93
ART HISTORY	SPANISH LIT	7	4
ART HISTORY	STATISTICS	8	113
ASTRONOMY	ANTHROPOLOGY	23	41
ASTRONOMY	ARCHAEOLOGY	9	31
ASTRONOMY	ART HISTORY	31	81
ASTRONOMY	ASTRONOMY	0	0
ASTRONOMY	BIOCHEMISTRY	100	294
ASTRONOMY	CHEMISTRY	15	14
ASTRONOMY	CLASSICS	19	66
ASTRONOMY	COMMUNIC	153	234
ASTRONOMY	COMP LIT	4	60
ASTRONOMY	COMP SCI	50	83
ASTRONOMY	EARTH SCI	39	43
ASTRONOMY	ECONOMICS	9	29
ASTRONOMY	EDUCATION	46	37
ASTRONOMY	ENGINEERING	274	52
ASTRONOMY	ENGLISH LIT	192	128
ASTRONOMY	EVOLUTION BIO	5	20
ASTRONOMY	HISTORY	355	162
ASTRONOMY	LINGUISTICS	17	15
ASTRONOMY	MATH	89	75
ASTRONOMY	MID EAST STUD	37	41
ASTRONOMY	MOLEC BIO	27	17
ASTRONOMY	MUS TH & COM	6	3
ASTRONOMY	NEUROSCI	43	52
ASTRONOMY	PHILOSOPHY	7	60
ASTRONOMY	PHYSICS	835	853
ASTRONOMY	POLITICAL SCI	159	35
ASTRONOMY	PSYCHOLOGY	2	3
ASTRONOMY	SOCIOLOLOGY	30	124
ASTRONOMY	SPANISH LIT	14	46
ASTRONOMY	STATISTICS	137	88
BIOCHEMISTRY	ANTHROPOLOGY	6	63
BIOCHEMISTRY	ARCHAEOLOGY	42	109
BIOCHEMISTRY	ART HISTORY	21	220
BIOCHEMISTRY	ASTRONOMY	617	330
BIOCHEMISTRY	BIOCHEMISTRY	6	200
BIOCHEMISTRY	CHEMISTRY	147	271
BIOCHEMISTRY	CLASSICS	0	10
BIOCHEMISTRY	COMMUNIC	38	62
BIOCHEMISTRY	COMP LIT	25	210
BIOCHEMISTRY	COMP SCI	41	15
BIOCHEMISTRY	EARTH SCI	7	167
BIOCHEMISTRY	ECONOMICS	102	185
BIOCHEMISTRY	EDUCATION	17	52
BIOCHEMISTRY	ENGINEERING	128	78
BIOCHEMISTRY	ENGLISH LIT	9	22
BIOCHEMISTRY	EVOLUTION BIO	67	284
BIOCHEMISTRY	HISTORY	38	265
BIOCHEMISTRY	LINGUISTICS	118	332
BIOCHEMISTRY	MATH	328	195
BIOCHEMISTRY	MID EAST STUD	95	78
BIOCHEMISTRY	MOLEC BIO	122	205
BIOCHEMISTRY	MUS TH & COM	154	35
BIOCHEMISTRY	NEUROSCI	6	86
BIOCHEMISTRY	PHILOSOPHY	206	78
BIOCHEMISTRY	PHYSICS	118	22
BIOCHEMISTRY	POLITICAL SCI	25	80
BIOCHEMISTRY	PSYCHOLOGY	23	30
BIOCHEMISTRY	SOCIOLOLOGY	31	53
BIOCHEMISTRY	SPANISH LIT	12	109
BIOCHEMISTRY	STATISTICS	680	325
CHEMISTRY	ANTHROPOLOGY	153	53
CHEMISTRY	ARCHAEOLOGY	18	533
CHEMISTRY	ART HISTORY	176	59
CHEMISTRY	ASTRONOMY	8	5
CHEMISTRY	BIOCHEMISTRY	50	51
CHEMISTRY	CHEMISTRY	744	127
CHEMISTRY	CLASSICS	228	205
CHEMISTRY	COMMUNIC	150	86
CHEMISTRY	COMP LIT	91	123
CHEMISTRY	COMP SCI	12	20
CHEMISTRY	EARTH SCI	38	25
CHEMISTRY	ECONOMICS	2	18
CHEMISTRY	EDUCATION	419	333
CHEMISTRY	ENGINEERING	27	7
CHEMISTRY	ENGLISH LIT	197	226
CHEMISTRY	EVOLUTION BIO	542	134
CHEMISTRY	HISTORY	92	49
CHEMISTRY	LINGUISTICS	105	77
CHEMISTRY	MATH	377	456
CHEMISTRY	MID EAST STUD	97	75
CHEMISTRY	MOLEC BIO	177	14
CHEMISTRY	MUS TH & COM	198	251
CHEMISTRY	NEUROSCI	285	243
CHEMISTRY	PHILOSOPHY	34	172
CHEMISTRY	PHYSICS	86	91
CHEMISTRY	POLITICAL SCI	267	361
CHEMISTRY	PSYCHOLOGY	108	554
CHEMISTRY	SOCIOLOLOGY	229	15
CHEMISTRY	SPANISH LIT	50	9
CHEMISTRY	STATISTICS	115	98
CLASSICS	ANTHROPOLOGY	73	152
CLASSICS	ARCHAEOLOGY	0	1
CLASSICS	ART HISTORY	0	0
CLASSICS	ASTRONOMY	5	25
CLASSICS	BIOCHEMISTRY	40	172
CLASSICS	CHEMISTRY	57	61
CLASSICS	CLASSICS	3	12
CLASSICS	COMMUNIC	191	480
CLASSICS	COMP LIT	2	2
CLASSICS	COMP SCI	31	19
CLASSICS	EARTH SCI	84	89
CLASSICS	ECONOMICS	142	702
CLASSICS	EDUCATION	31	51
CLASSICS	ENGINEERING	124	152
CLASSICS	ENGLISH LIT	28	382
CLASSICS	EVOLUTION BIO	3	1
CLASSICS	HISTORY	362	223
CLASSICS	LINGUISTICS	1	7
CLASSICS	MATH	116	95
CLASSICS	MID EAST STUD	54	62
CLASSICS	MOLEC BIO	115	262
CLASSICS	MUS TH & COM	88	141
CLASSICS	NEUROSCI	8	16
CLASSICS	PHILOSOPHY	3	51
CLASSICS	PHYSICS	7	34
CLASSICS	POLITICAL SCI	17	243
CLASSICS	PSYCHOLOGY	10	3
CLASSICS	SOCIOLOLOGY	19	182
CLASSICS	SPANISH LIT	8	5
CLASSICS	STATISTICS	2	13
COMMUNIC	ANTHROPOLOGY	106	130
COMMUNIC	ARCHAEOLOGY	291	235
COMMUNIC	ART HISTORY	100	35
COMMUNIC	ASTRONOMY	168	23
COMMUNIC	BIOCHEMISTRY	37	37
COMMUNIC	CHEMISTRY	215	19
COMMUNIC	CLASSICS	260	70
COMMUNIC	COMMUNIC	106	70
COMMUNIC	COMP LIT	31	27
COMMUNIC	COMP SCI	101	36
COMMUNIC	EARTH SCI	319	12
COMMUNIC	ECONOMICS	87	5
COMMUNIC	EDUCATION	54	103
COMMUNIC	ENGINEERING	129	22
COMMUNIC	ENGLISH LIT	82	11
COMMUNIC	EVOLUTION BIO	587	63
COMMUNIC	HISTORY	377	7
COMMUNIC	LINGUISTICS	29	17
COMMUNIC	MATH	63	43
COMMUNIC	MID EAST STUD	65	1
COMMUNIC	MOLEC BIO	127	13
COMMUNIC	MUS TH & COM	283	180
COMMUNIC	NEUROSCI	273	179
COMMUNIC	PHILOSOPHY	58	7
COMMUNIC	PHYSICS	276	165
COMMUNIC	POLITICAL SCI	109	58
COMMUNIC	PSYCHOLOGY	487	260
COMMUNIC	SOCIOLOLOGY	287	23
COMMUNIC	SPANISH LIT	243	404
COMMUNIC	STATISTICS	331	199
COMP LIT	ANTHROPOLOGY	62	48
COMP LIT	ARCHAEOLOGY	57	6
COMP LIT	ART HISTORY	29	9
COMP LIT	ASTRONOMY	2	4
COMP LIT	BIOCHEMISTRY	193	5
COMP LIT	CHEMISTRY	87	27
COMP LIT	CLASSICS	31	20
COMP LIT	COMMUNIC	525	51
COMP LIT	COMP LIT	72	36
COMP LIT	COMP SCI	101	19
COMP LIT	EARTH SCI	516	72
COMP LIT	ECONOMICS	36	19
COMP LIT	EDUCATION	4	1
COMP LIT	ENGINEERING	83	5
COMP LIT	ENGLISH LIT	63	27
COMP LIT	EVOLUTION BIO	4	3
COMP LIT	HISTORY	183	28
COMP LIT	LINGUISTICS	4	4
COMP LIT	MATH	808	166
COMP LIT	MID EAST STUD	754	455
COMP LIT	MOLEC BIO	94	4
COMP LIT	MUS TH & COM	128	23
COMP LIT	NEUROSCI	161	385
COMP LIT	PHILOSOPHY	37	7
COMP LIT	PHYSICS	219	29
COMP LIT	POLITICAL SCI	29	3
COMP LIT	PSYCHOLOGY	37	66
COMP LIT	SOCIOLOLOGY	21	7
COMP LIT	SPANISH LIT	4	1
COMP LIT	STATISTICS	53	7
COMP SCI	ANTHROPOLOGY	10	20
COMP SCI	ARCHAEOLOGY	262	139
COMP SCI	ART HISTORY	43	27
COMP SCI	ASTRONOMY	3	5
COMP SCI	BIOCHEMISTRY	49	53
COMP SCI	CHEMISTRY	52	140
COMP SCI	CLASSICS	8	24
COMP SCI	COMMUNIC	19	10
COMP SCI	COMP LIT	35	55
COMP SCI	COMP SCI	61	246
COMP SCI	EARTH SCI	336	49
COMP SCI	ECONOMICS	39	62
COMP SCI	EDUCATION	77	100
COMP SCI	ENGINEERING	220	28
COMP SCI	ENGLISH LIT	76	1
COMP SCI	EVOLUTION BIO	34	87
COMP SCI	HISTORY	64	19
COMP SCI	LINGUISTICS	46	111
COMP SCI	MATH	303	395
COMP SCI	MID EAST STUD	155	162
COMP SCI	MOLEC BIO	44	37
COMP SCI	MUS TH & COM	243	465
COMP SCI	NEUROSCI	233	186
COMP SCI	PHILOSOPHY	40	26
COMP SCI	PHYSICS	62	134
COMP SCI	POLITICAL SCI	36	34
COMP SCI	PSYCHOLOGY	25	28
COMP SCI	SOCIOLOLOGY	120	60
COMP SCI	SPANISH LIT	49	114
COMP SCI	STATISTICS	71	22
EARTH SCI	ANTHROPOLOGY	208	658
EARTH SCI	ARCHAEOLOGY	29	149
EARTH SCI	ART HISTORY	8	163
EARTH SCI	ASTRONOMY	7	173
EARTH SCI	BIOCHEMISTRY	42	836
EARTH SCI	CHEMISTRY	469	432
EARTH SCI	CLASSICS	1	3
EARTH SCI	COMMUNIC	19	40
EARTH SCI	COMP LIT	16	212
EARTH SCI	COMP SCI	61	107
EARTH SCI	EARTH SCI	6	21
EARTH SCI	ECONOMICS	95	538
EARTH SCI	EDUCATION	25	107
EARTH SCI	ENGINEERING	50	96
EARTH SCI	ENGLISH LIT	3	66
EARTH SCI	EVOLUTION BIO	27	223
EARTH SCI	HISTORY	55	42
EARTH SCI	LINGUISTICS	9	39
EARTH SCI	MATH	18	360
EARTH SCI	MID EAST STUD	285	128
EARTH SCI	MOLEC BIO	81	38
EARTH SCI	MUS TH & COM	127	476
EARTH SCI	NEUROSCI	103	265
EARTH SCI	PHILOSOPHY	2	121
EARTH SCI	PHYSICS	2	2
EARTH SCI	POLITICAL SCI	61	130
EARTH SCI	PSYCHOLOGY	27	305
EARTH SCI	SOCIOLOLOGY	66	217
EARTH SCI	SPANISH LIT	24	562
EARTH SCI	STATISTICS	34	567
ECONOMICS	ANTHROPOLOGY	15	10
ECONOMICS	ARCHAEOLOGY	740	181
ECONOMICS	ART HISTORY	9	8
ECONOMICS	ASTRONOMY	334	219
ECONOMICS	BIOCHEMISTRY	625	156
ECONOMICS	CHEMISTRY	38	56
ECONOMICS	CLASSICS	24	78
ECONOMICS	COMMUNIC	507	703
ECONOMICS	COMP LIT	30	159
ECONOMICS	COMP SCI	19	22
ECONOMICS	EARTH SCI	118	46
ECONOMICS	ECONOMICS	37	37
ECONOMICS	EDUCATION	4	20
ECONOMICS	ENGINEERING	23	4
ECONOMICS	ENGLISH LIT	22	7
ECONOMICS	EVOLUTION BIO	60	49
ECONOMICS	HISTORY	140	10
ECONOMICS	LINGUISTICS	61	37
ECONOMICS	MATH	248	474
ECONOMICS	MID EAST STUD	27	15
ECONOMICS	MOLEC BIO	135	23
ECONOMICS	MUS TH & COM	138	47
ECONOMICS	NEUROSCI	20	12
ECONOMICS	PHILOSOPHY	10	19
ECONOMICS	PHYSICS	12	24
ECONOMICS	POLITICAL SCI	158	55
ECONOMICS	PSYCHOLOGY	662	128
ECONOMICS	SOCIOLOLOGY	121	38
ECONOMICS	SPANISH LIT	13	51
ECONOMICS	STATISTICS	3	6
EDUCATION	ANTHROPOLOGY	19	23
EDUCATION	ARCHAEOLOGY	1	3
EDUCATION	ART HISTORY	8	4
EDUCATION	ASTRONOMY	9	17
EDUCATION	BIOCHEMISTRY	22	45
EDUCATION	CHEMISTRY	49	6
EDUCATION	CLASSICS	7	21
EDUCATION	COMMUNIC	37	60
EDUCATION	COMP LIT	0	1
EDUCATION	COMP SCI	29	129
EDUCATION	EARTH SCI	173	68
EDUCATION	ECONOMICS	168	172
EDUCATION	EDUCATION	2	7
EDUCATION	ENGINEERING	26	4
EDUCATION	ENGLISH LIT	10	57
EDUCATION	EVOLUTION BIO	0	3
EDUCATION	HISTORY	146	132
EDUCATION	LINGUISTICS	23	114
EDUCATION	MATH	45	74
EDUCATION	MID EAST STUD	149	120
EDUCATION	MOLEC BIO	9	20
EDUCATION	MUS TH & COM	159	297
EDUCATION	NEUROSCI	130	259
EDUCATION	PHILOSOPHY	2	6
EDUCATION	PHYSICS	6	22
EDUCATION	POLITICAL SCI	129	474
EDUCATION	PSYCHOLOGY	4	25
EDUCATION	SOCIOLOLOGY	266	317
EDUCATION	SPANISH LIT	4	72
EDUCATION	STATISTICS	95	42
ENGINEERING	ANTHROPOLOGY	8	70
ENGINEERING	ARCHAEOLOGY	0	10
ENGINEERING	ART HISTORY	20	543
ENGINEERING	ASTRONOMY	81	181
ENGINEERING	BIOCHEMISTRY	42	134
ENGINEERING	CHEMISTRY	286	155
ENGINEERING	CLASSICS	1	13
ENGINEERING	COMMUNIC	55	188
ENGINEERING	COMP LIT	5	533
ENGINEERING	COMP SCI	3	56
ENGINEERING	EARTH SCI	12	98
ENGINEERING	ECONOMICS	223	323
ENGINEERING	EDUCATION	38	329
ENGINEERING	ENGINEERING	30	328
ENGINEERING	ENGLISH LIT	54	378
ENGINEERING	EVOLUTION BIO	47	77
ENGINEERING	HISTORY	38	348
ENGINEERING	LINGUISTICS	1	61
ENGINEERING	MATH	90	853
ENGINEERING	MID EAST STUD	12	140
ENGINEERING	MOLEC BIO	1	123
ENGINEERING	MUS TH & COM	1	20
ENGINEERING	NEUROSCI	62	604
ENGINEERING	PHILOSOPHY	5	114
ENGINEERING	PHYSICS	13	406
ENGINEERING	POLITICAL SCI	9	200
ENGINEERING	PSYCHOLOGY	5	45
ENGINEERING	SOCIOLOLOGY	49	381
ENGINEERING	SPANISH LIT	0	15
ENGINEERING	STATISTICS	83	121
ENGLISH LIT	ANTHROPOLOGY	670	199
ENGLISH LIT	ARCHAEOLOGY	26	38
ENGLISH LIT	ART HISTORY	127	16
ENGLISH LIT	ASTRONOMY	29	10
ENGLISH LIT	BIOCHEMISTRY	233	46
ENGLISH LIT	CHEMISTRY	212	37
ENGLISH LIT	CLASSICS	121	36
ENGLISH LIT	COMMUNIC	22	3
ENGLISH LIT	COMP LIT	21	32
ENGLISH LIT	COMP SCI	105	24
ENGLISH LIT	EARTH SCI	1235	175
ENGLISH LIT	ECONOMICS	230	68
ENGLISH LIT	EDUCATION	581	448
ENGLISH LIT	ENGINEERING	204	30
ENGLISH LIT	ENGLISH LIT	231	20
ENGLISH LIT	EVOLUTION BIO	483	69
ENGLISH LIT	HISTORY	505	58
ENGLISH LIT	LINGUISTICS	13	36
ENGLISH LIT	MATH	62	13
ENGLISH LIT	MID EAST STUD	47	9
ENGLISH LIT	MOLEC BIO	37	20
ENGLISH LIT	MUS TH & COM	521	130
ENGLISH LIT	NEUROSCI	47	20
ENGLISH LIT	PHILOSOPHY	32	86
ENGLISH LIT	PHYSICS	102	5
ENGLISH LIT	POLITICAL SCI	13	4
ENGLISH LIT	PSYCHOLOGY	52	17
ENGLISH LIT	SOCIOLOLOGY	11	12
ENGLISH LIT	SPANISH LIT	140	149
ENGLISH LIT	STATISTICS	312	61
EVOLUTION BIO	ANTHROPOLOGY	22	18
EVOLUTION BIO	ARCHAEOLOGY	8	16
EVOLUTION BIO	ART HISTORY	30	8
EVOLUTION BIO	ASTRONOMY	12	29
EVOLUTION BIO	BIOCHEMISTRY	38	21
EVOLUTION BIO	CHEMISTRY	46	136
EVOLUTION BIO	CLASSICS	0	0
EVOLUTION BIO	COMMUNIC	84	51
EVOLUTION BIO	COMP LIT	1	0
EVOLUTION BIO	COMP SCI	32	29
EVOLUTION BIO	EARTH SCI	36	87
EVOLUTION BIO	ECONOMICS	195	46
EVOLUTION BIO	EDUCATION	1	0
EVOLUTION BIO	ENGINEERING	221	156
EVOLUTION BIO	ENGLISH LIT	16	4
EVOLUTION BIO	EVOLUTION BIO	6	49
EVOLUTION BIO	HISTORY	149	269
EVOLUTION BIO	LINGUISTICS	60	21
EVOLUTION BIO	MATH	159	167
EVOLUTION BIO	MID EAST STUD	28	34
EVOLUTION BIO	MOLEC BIO	41	75
EVOLUTION BIO	MUS TH & COM	149	72
EVOLUTION BIO	NEUROSCI	20	35
EVOLUTION BIO	PHILOSOPHY	14	12
EVOLUTION BIO	PHYSICS	198	162
EVOLUTION BIO	POLITICAL SCI	73	38
EVOLUTION BIO	PSYCHOLOGY	1	0
EVOLUTION BIO	SOCIOLOLOGY	11	10
EVOLUTION BIO	SPANISH LIT	8	1
EVOLUTION BIO	STATISTICS	166	257
HISTORY	ANTHROPOLOGY	123	63
HISTORY	ARCHAEOLOGY	28	25
HISTORY	ART HISTORY	449	135
HISTORY	ASTRONOMY	163	82
HISTORY	BIOCHEMISTRY	26	6
HISTORY	CHEMISTRY	218	83
HISTORY	CLASSICS	39	14
HISTORY	COMMUNIC	131	56
HISTORY	COMP LIT	141	326
HISTORY	COMP SCI	424	73
HISTORY	EARTH SCI	451	201
HISTORY	ECONOMICS	641	367
HISTORY	EDUCATION	309	209
HISTORY	ENGINEERING	246	83
HISTORY	ENGLISH LIT	114	76
HISTORY	EVOLUTION BIO	248	54
HISTORY	HISTORY	14	15
HISTORY	LINGUISTICS	18	9
HISTORY	MATH	141	88
HISTORY	MID EAST STUD	249	45
HISTORY	MOLEC BIO	45	1
HISTORY	MUS TH & COM	108	18
HISTORY	NEUROSCI	75	9
HISTORY	PHILOSOPHY	18	25
HISTORY	PHYSICS	5	3
HISTORY	POLITICAL SCI	294	123
HISTORY	PSYCHOLOGY	5	5
HISTORY	SOCIOLOLOGY	28	26
HISTORY	SPANISH LIT	184	272
HISTORY	STATISTICS	338	40
LINGUISTICS	ANTHROPOLOGY	539	240
LINGUISTICS	ARCHAEOLOGY	17	15
LINGUISTICS	ART HISTORY	11	11
LINGUISTICS	ASTRONOMY	3	7
LINGUISTICS	BIOCHEMISTRY	274	28
LINGUISTICS	CHEMISTRY	26	1
LINGUISTICS	CLASSICS	64	20
LINGUISTICS	COMMUNIC	314	357
LINGUISTICS	COMP LIT	5	6
LINGUISTICS	COMP SCI	499	91
LINGUISTICS	EARTH SCI	11	5
LINGUISTICS	ECONOMICS	88	38
LINGUISTICS	EDUCATION	10	22
LINGUISTICS	ENGINEERING	269	30
LINGUISTICS	ENGLISH LIT	18	40
LINGUISTICS	EVOLUTION BIO	16	12
LINGUISTICS	HISTORY	79	37
LINGUISTICS	LINGUISTICS	148	24
LINGUISTICS	MATH	6	23
LINGUISTICS	MID EAST STUD	830	237
LINGUISTICS	MOLEC BIO	28	4
LINGUISTICS	MUS TH & COM	22	3
LINGUISTICS	NEUROSCI	78	19
LINGUISTICS	PHILOSOPHY	1	0
LINGUISTICS	PHYSICS	141	77
LINGUISTICS	POLITICAL SCI	29	23
LINGUISTICS	PSYCHOLOGY	18	8
LINGUISTICS	SOCIOLOLOGY	153	32
LINGUISTICS	SPANISH LIT	11	5
LINGUISTICS	STATISTICS	11	3
MATH	ANTHROPOLOGY	141	21
MATH	ARCHAEOLOGY	12	14
MATH	ART HISTORY	439	66
MATH	ASTRONOMY	661	89
MATH	BIOCHEMISTRY	3	0
MATH	CHEMISTRY	189	120
MATH	CLASSICS	69	4
MATH	COMMUNIC	47	14
MATH	COMP LIT	21	21
MATH	COMP SCI	69	33
MATH	EARTH SCI	262	43
MATH	ECONOMICS	160	88
MATH	EDUCATION	274	10
MATH	ENGINEERING	140	34
MATH	ENGLISH LIT	30	3
MATH	EVOLUTION BIO	12	6
MATH	HISTORY	97	41
MATH	LINGUISTICS	307	61
MATH	MATH	192	11
MATH	MID EAST STUD	294	4
MATH	MOLEC BIO	169	6
MATH	MUS TH & COM	28	5
MATH	NEUROSCI	12	2
MATH	PHILOSOPHY	25	10
MATH	PHYSICS	234	43
MATH	POLITICAL SCI	90	19
MATH	PSYCHOLOGY	5	2
MATH	SOCIOLOLOGY	423	146
MATH	SPANISH LIT	202	105
MATH	STATISTICS	232	30
MID EAST STUD	ANTHROPOLOGY	27	73
MID EAST STUD	ARCHAEOLOGY	11	294
MID EAST STUD	ART HISTORY	1	5
MID EAST STUD	ASTRONOMY	2	24
MID EAST STUD	BIOCHEMISTRY	64	342
MID EAST STUD	CHEMISTRY	71	248
MID EAST STUD	CLASSICS	16	72
MID EAST STUD	COMMUNIC	85	160
MID EAST STUD	COMP LIT	11	190
MID EAST STUD	COMP SCI	2	0
MID EAST STUD	EARTH SCI	13	224
MID EAST STUD	ECONOMICS	30	246
MID EAST STUD	EDUCATION	75	157
MID EAST STUD	ENGINEERING	101	248
MID EAST STUD	ENGLISH LIT	37	449
MID EAST STUD	EVOLUTION BIO	12	132
MID EAST STUD	HISTORY	14	116
MID EAST STUD	LINGUISTICS	7	340
MID EAST STUD	MATH	1	8
