from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	194	612
ANTHROPOLOGY	ARCHAEOLOGY	65	557
ANTHROPOLOGY	ART HISTORY	10	17
ANTHROPOLOGY	ASTRONOMY	85	288
ANTHROPOLOGY	BIOCHEMISTRY	12	398
ANTHROPOLOGY	CHEMISTRY	18	72
ANTHROPOLOGY	CLASSICS	87	1196
ANTHROPOLOGY	COMMUNIC	11	7
ANTHROPOLOGY	COMP LIT	134	75
ANTHROPOLOGY	COMP SCI	38	21
ANTHROPOLOGY	EARTH SCI	3	11
ANTHROPOLOGY	ECONOMICS	212	547
ANTHROPOLOGY	EDUCATION	13	30
ANTHROPOLOGY	ENGINEERING	3	102
ANTHROPOLOGY	ENGLISH LIT	150	144
ANTHROPOLOGY	EVOLUTION BIO	90	763
ANTHROPOLOGY	HISTORY	68	73
ANTHROPOLOGY	LINGUISTICS	63	163
ANTHROPOLOGY	MATH	10	34
ANTHROPOLOGY	MID EAST STUD	27	85
ANTHROPOLOGY	MOLEC BIO	10	85
ANTHROPOLOGY	MUS TH & COM	16	62
ANTHROPOLOGY	NEUROSCI	29	367
ANTHROPOLOGY	PHILOSOPHY	83	224
ANTHROPOLOGY	PHYSICS	4	2
ANTHROPOLOGY	POLITICAL SCI	132	9
ANTHROPOLOGY	PSYCHOLOGY	47	436
ANTHROPOLOGY	SOCIOLOLOGY	178	310
ANTHROPOLOGY	SPANISH LIT	29	55
ANTHROPOLOGY	STATISTICS	97	157
ARCHAEOLOGY	ANTHROPOLOGY	32	11
ARCHAEOLOGY	ARCHAEOLOGY	264	61
ARCHAEOLOGY	ART HISTORY	22	18
ARCHAEOLOGY	ASTRONOMY	52	237
ARCHAEOLOGY	BIOCHEMISTRY	35	116
ARCHAEOLOGY	CHEMISTRY	70	85
ARCHAEOLOGY	CLASSICS	130	58
ARCHAEOLOGY	COMMUNIC	366	62
ARCHAEOLOGY	COMP LIT	238	293
ARCHAEOLOGY	COMP SCI	159	105
ARCHAEOLOGY	EARTH SCI	349	493
ARCHAEOLOGY	ECONOMICS	23	2
ARCHAEOLOGY	EDUCATION	86	100
ARCHAEOLOGY	ENGINEERING	276	507
ARCHAEOLOGY	ENGLISH LIT	735	226
ARCHAEOLOGY	EVOLUTION BIO	66	51
ARCHAEOLOGY	HISTORY	11	8
ARCHAEOLOGY	LINGUISTICS	38	37
ARCHAEOLOGY	MATH	177	348
ARCHAEOLOGY	MID EAST STUD	30	17
ARCHAEOLOGY	MOLEC BIO	19	2
ARCHAEOLOGY	MUS TH & COM	7	9
ARCHAEOLOGY	NEUROSCI	56	28
ARCHAEOLOGY	PHILOSOPHY	89	8
ARCHAEOLOGY	PHYSICS	216	6
ARCHAEOLOGY	POLITICAL SCI	706	122
ARCHAEOLOGY	PSYCHOLOGY	313	135
ARCHAEOLOGY	SOCIOLOLOGY	232	127
ARCHAEOLOGY	SPANISH LIT	39	9
ARCHAEOLOGY	STATISTICS	42	19
ART HISTORY	ANTHROPOLOGY	20	63
ART HISTORY	ARCHAEOLOGY	15	35
ART HISTORY	ART HISTORY	14	207
ART HISTORY	ASTRONOMY	7	40
ART HISTORY	BIOCHEMISTRY	36	582
ART HISTORY	CHEMISTRY	64	410
ART HISTORY	CLASSICS	234	279
ART HISTORY	COMMUNIC	78	36
ART HISTORY	COMP LIT	18	10
ART HISTORY	COMP SCI	5	169
ART HISTORY	EARTH SCI	5	23
ART HISTORY	ECONOMICS	33	111
ART HISTORY	EDUCATION	106	421
ART HISTORY	ENGINEERING	14	139
ART HISTORY	ENGLISH LIT	51	122
