field	covariate
ANTHROPOLOGY	4.607350949708132
ARCHAEOLOGY	3.8974445326454132
ART HISTORY	4.5784019440370765
ASTRONOMY	4.190853432419256
BIOCHEMISTRY	3.9995798237599742
CHEMISTRY	3.385312060864287
CLASSICS	4.484300817063335
COMMUNIC	3.7353306120755643
COMP LIT	4.67643453248328
COMP SCI	3.8130986240825644
EARTH SCI	4.380133606248494
ECONOMICS	2.17430554623196
EDUCATION	4.366400412347761
ENGINEERING	4.0975178046543945
ENGLISH LIT	2.0148176942746647
EVOLUTION BIO	2.760810576023052
HISTORY	4.380017667805371
LINGUISTICS	3.778349664349424
MATH	4.98177805292072
MID EAST STUD	4.109649841647025
MOLEC BIO	3.053422978141327
MUS TH & COM	4.129500092501458
NEUROSCI	4.512918200385449
PHILOSOPHY	2.2243759656063467
PHYSICS	2.1440741306334923
POLITICAL SCI	3.542389219884879
PSYCHOLOGY	3.5372494104514707
SOCIOLOLOGY	3.4758117113739946
SPANISH LIT	2.5060639405770133
STATISTICS	2.102946566273458
