from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	3	2
ANTHROPOLOGY	ARCHAEOLOGY	97	314
ANTHROPOLOGY	ART HISTORY	6	118
ANTHROPOLOGY	ASTRONOMY	136	115
ANTHROPOLOGY	BIOCHEMISTRY	86	145
ANTHROPOLOGY	CHEMISTRY	18	125
ANTHROPOLOGY	CLASSICS	56	205
ANTHROPOLOGY	COMMUNIC	17	358
ANTHROPOLOGY	COMP LIT	1	3
ANTHROPOLOGY	COMP SCI	6	10
ANTHROPOLOGY	EARTH SCI	17	41
ANTHROPOLOGY	ECONOMICS	17	11
ANTHROPOLOGY	EDUCATION	327	435
ANTHROPOLOGY	ENGINEERING	4	9
ANTHROPOLOGY	ENGLISH LIT	1	1
ANTHROPOLOGY	EVOLUTION BIO	0	5
ANTHROPOLOGY	HISTORY	96	245
ANTHROPOLOGY	LINGUISTICS	194	338
ANTHROPOLOGY	MATH	4	11
ANTHROPOLOGY	MID EAST STUD	4	51
ANTHROPOLOGY	MOLEC BIO	7	24
ANTHROPOLOGY	MUS TH & COM	4	8
ANTHROPOLOGY	NEUROSCI	6	16
ANTHROPOLOGY	PHILOSOPHY	242	855
ANTHROPOLOGY	PHYSICS	157	279
ANTHROPOLOGY	POLITICAL SCI	102	66
ANTHROPOLOGY	PSYCHOLOGY	117	152
ANTHROPOLOGY	SOCIOLOLOGY	30	164
ANTHROPOLOGY	SPANISH LIT	12	71
ANTHROPOLOGY	STATISTICS	17	63
ARCHAEOLOGY	ANTHROPOLOGY	17	99
ARCHAEOLOGY	ARCHAEOLOGY	14	41
ARCHAEOLOGY	ART HISTORY	100	617
ARCHAEOLOGY	ASTRONOMY	3	1
ARCHAEOLOGY	BIOCHEMISTRY	115	130
ARCHAEOLOGY	CHEMISTRY	38	197
ARCHAEOLOGY	CLASSICS	52	74
ARCHAEOLOGY	COMMUNIC	18	8
ARCHAEOLOGY	COMP LIT	85	586
ARCHAEOLOGY	COMP SCI	191	354
ARCHAEOLOGY	EARTH SCI	170	74
ARCHAEOLOGY	ECONOMICS	29	70
ARCHAEOLOGY	EDUCATION	10	13
ARCHAEOLOGY	ENGINEERING	17	188
ARCHAEOLOGY	ENGLISH LIT	73	184
ARCHAEOLOGY	EVOLUTION BIO	41	80
ARCHAEOLOGY	HISTORY	46	10
ARCHAEOLOGY	LINGUISTICS	84	532
ARCHAEOLOGY	MATH	172	339
ARCHAEOLOGY	MID EAST STUD	29	76
ARCHAEOLOGY	MOLEC BIO	90	64
ARCHAEOLOGY	MUS TH & COM	53	15
ARCHAEOLOGY	NEUROSCI	24	53
ARCHAEOLOGY	PHILOSOPHY	131	203
ARCHAEOLOGY	PHYSICS	21	28
ARCHAEOLOGY	POLITICAL SCI	58	228
ARCHAEOLOGY	PSYCHOLOGY	277	61
ARCHAEOLOGY	SOCIOLOLOGY	76	159
ARCHAEOLOGY	SPANISH LIT	124	178
ARCHAEOLOGY	STATISTICS	100	244
ART HISTORY	ANTHROPOLOGY	2	6
ART HISTORY	ARCHAEOLOGY	375	248
ART HISTORY	ART HISTORY	1	52
ART HISTORY	ASTRONOMY	103	84
ART HISTORY	BIOCHEMISTRY	45	63
ART HISTORY	CHEMISTRY	5	18
ART HISTORY	CLASSICS	213	30
ART HISTORY	COMMUNIC	6	8
ART HISTORY	COMP LIT	4	3
ART HISTORY	COMP SCI	2	5
ART HISTORY	EARTH SCI	3	3
ART HISTORY	ECONOMICS	26	70
ART HISTORY	EDUCATION	73	22
ART HISTORY	ENGINEERING	3	33
ART HISTORY	ENGLISH LIT	1	14
ART HISTORY	EVOLUTION BIO	10	61
ART HISTORY	HISTORY	6	34
ART HISTORY	LINGUISTICS	53	85
ART HISTORY	MATH	21	43
ART HISTORY	MID EAST STUD	6	93
ART HISTORY	MOLEC BIO	0	0
ART HISTORY	MUS TH & COM	38	48
ART HISTORY	NEUROSCI	30	117
ART HISTORY	PHILOSOPHY	353	128
ART HISTORY	PHYSICS	43	252
ART HISTORY	POLITICAL SCI	15	11
ART HISTORY	PSYCHOLOGY	144	87
ART HISTORY	SOCIOLOLOGY	0	1
ART HISTORY	SPANISH LIT	31	49
ART HISTORY	STATISTICS	2	7
ASTRONOMY	ANTHROPOLOGY	82	165
ASTRONOMY	ARCHAEOLOGY	310	469
ASTRONOMY	ART HISTORY	1	244
ASTRONOMY	ASTRONOMY	19	102
ASTRONOMY	BIOCHEMISTRY	179	252
ASTRONOMY	CHEMISTRY	80	90
ASTRONOMY	CLASSICS	146	90
ASTRONOMY	COMMUNIC	78	125
ASTRONOMY	COMP LIT	55	533
ASTRONOMY	COMP SCI	132	76
ASTRONOMY	EARTH SCI	18	75
ASTRONOMY	ECONOMICS	18	460
ASTRONOMY	EDUCATION	11	10
ASTRONOMY	ENGINEERING	11	92
ASTRONOMY	ENGLISH LIT	155	741
ASTRONOMY	EVOLUTION BIO	27	190
ASTRONOMY	HISTORY	26	44
ASTRONOMY	LINGUISTICS	51	154
ASTRONOMY	MATH	95	78
ASTRONOMY	MID EAST STUD	17	73
ASTRONOMY	MOLEC BIO	96	302
ASTRONOMY	MUS TH & COM	12	83
ASTRONOMY	NEUROSCI	10	53
ASTRONOMY	PHILOSOPHY	53	191
ASTRONOMY	PHYSICS	202	366
ASTRONOMY	POLITICAL SCI	188	97
ASTRONOMY	PSYCHOLOGY	29	103
ASTRONOMY	SOCIOLOLOGY	28	489
ASTRONOMY	SPANISH LIT	8	70
ASTRONOMY	STATISTICS	110	149
BIOCHEMISTRY	ANTHROPOLOGY	18	27
BIOCHEMISTRY	ARCHAEOLOGY	101	971
BIOCHEMISTRY	ART HISTORY	31	164
BIOCHEMISTRY	ASTRONOMY	237	37
BIOCHEMISTRY	BIOCHEMISTRY	15	92
BIOCHEMISTRY	CHEMISTRY	41	278
BIOCHEMISTRY	CLASSICS	171	95
BIOCHEMISTRY	COMMUNIC	47	161
BIOCHEMISTRY	COMP LIT	58	444
BIOCHEMISTRY	COMP SCI	42	30
BIOCHEMISTRY	EARTH SCI	24	155
BIOCHEMISTRY	ECONOMICS	88	365
BIOCHEMISTRY	EDUCATION	91	51
BIOCHEMISTRY	ENGINEERING	159	103
BIOCHEMISTRY	ENGLISH LIT	19	109
BIOCHEMISTRY	EVOLUTION BIO	19	325
BIOCHEMISTRY	HISTORY	64	87
BIOCHEMISTRY	LINGUISTICS	184	423
BIOCHEMISTRY	MATH	120	21
BIOCHEMISTRY	MID EAST STUD	3	54
BIOCHEMISTRY	MOLEC BIO	6	93
BIOCHEMISTRY	MUS TH & COM	67	194
BIOCHEMISTRY	NEUROSCI	12	11
BIOCHEMISTRY	PHILOSOPHY	538	927
BIOCHEMISTRY	PHYSICS	50	126
BIOCHEMISTRY	POLITICAL SCI	238	206
BIOCHEMISTRY	PSYCHOLOGY	12	144
BIOCHEMISTRY	SOCIOLOLOGY	94	580
BIOCHEMISTRY	SPANISH LIT	58	99
BIOCHEMISTRY	STATISTICS	163	708
CHEMISTRY	ANTHROPOLOGY	53	16
CHEMISTRY	ARCHAEOLOGY	367	17
CHEMISTRY	ART HISTORY	2	17
CHEMISTRY	ASTRONOMY	18	4
CHEMISTRY	BIOCHEMISTRY	271	12
CHEMISTRY	CHEMISTRY	53	29
CHEMISTRY	CLASSICS	70	24
CHEMISTRY	COMMUNIC	256	18
CHEMISTRY	COMP LIT	90	18
CHEMISTRY	COMP SCI	162	14
CHEMISTRY	EARTH SCI	0	0
CHEMISTRY	ECONOMICS	2	2
CHEMISTRY	EDUCATION	248	26
CHEMISTRY	ENGINEERING	10	8
CHEMISTRY	ENGLISH LIT	20	18
CHEMISTRY	EVOLUTION BIO	6	1
CHEMISTRY	HISTORY	19	5
CHEMISTRY	LINGUISTICS	239	54
CHEMISTRY	MATH	167	11
CHEMISTRY	MID EAST STUD	13	10
CHEMISTRY	MOLEC BIO	10	6
CHEMISTRY	MUS TH & COM	51	43
CHEMISTRY	NEUROSCI	252	46
CHEMISTRY	PHILOSOPHY	403	98
CHEMISTRY	PHYSICS	46	3
CHEMISTRY	POLITICAL SCI	76	12
CHEMISTRY	PSYCHOLOGY	482	5
CHEMISTRY	SOCIOLOLOGY	5	1
CHEMISTRY	SPANISH LIT	8	0
CHEMISTRY	STATISTICS	1	0
CLASSICS	ANTHROPOLOGY	10	194
CLASSICS	ARCHAEOLOGY	0	11
CLASSICS	ART HISTORY	11	107
CLASSICS	ASTRONOMY	0	19
CLASSICS	BIOCHEMISTRY	11	129
CLASSICS	CHEMISTRY	12	279
CLASSICS	CLASSICS	7	39
CLASSICS	COMMUNIC	10	27
CLASSICS	COMP LIT	15	128
CLASSICS	COMP SCI	9	85
CLASSICS	EARTH SCI	12	122
CLASSICS	ECONOMICS	56	612
CLASSICS	EDUCATION	2	7
CLASSICS	ENGINEERING	26	47
CLASSICS	ENGLISH LIT	1	64
CLASSICS	EVOLUTION BIO	5	165
CLASSICS	HISTORY	22	247
CLASSICS	LINGUISTICS	49	150
CLASSICS	MATH	42	325
CLASSICS	MID EAST STUD	76	389
CLASSICS	MOLEC BIO	12	90
CLASSICS	MUS TH & COM	10	197
CLASSICS	NEUROSCI	48	292
CLASSICS	PHILOSOPHY	26	281
CLASSICS	PHYSICS	11	70
CLASSICS	POLITICAL SCI	50	608
CLASSICS	PSYCHOLOGY	85	69
CLASSICS	SOCIOLOLOGY	1	130
CLASSICS	SPANISH LIT	11	490
CLASSICS	STATISTICS	41	463
COMMUNIC	ANTHROPOLOGY	369	13
COMMUNIC	ARCHAEOLOGY	766	68
COMMUNIC	ART HISTORY	28	40
COMMUNIC	ASTRONOMY	89	9
COMMUNIC	BIOCHEMISTRY	63	14
COMMUNIC	CHEMISTRY	65	34
COMMUNIC	CLASSICS	47	2
COMMUNIC	COMMUNIC	37	4
COMMUNIC	COMP LIT	127	90
COMMUNIC	COMP SCI	124	6
COMMUNIC	EARTH SCI	243	130
COMMUNIC	ECONOMICS	223	39
COMMUNIC	EDUCATION	17	8
COMMUNIC	ENGINEERING	1	2
COMMUNIC	ENGLISH LIT	204	114
COMMUNIC	EVOLUTION BIO	141	42
COMMUNIC	HISTORY	102	9
COMMUNIC	LINGUISTICS	38	6
COMMUNIC	MATH	3	0
COMMUNIC	MID EAST STUD	83	34
COMMUNIC	MOLEC BIO	107	290
COMMUNIC	MUS TH & COM	139	38
COMMUNIC	NEUROSCI	276	7
COMMUNIC	PHILOSOPHY	51	18
COMMUNIC	PHYSICS	462	272
COMMUNIC	POLITICAL SCI	459	38
COMMUNIC	PSYCHOLOGY	244	50
COMMUNIC	SOCIOLOLOGY	416	64
COMMUNIC	SPANISH LIT	109	44
COMMUNIC	STATISTICS	90	9
COMP LIT	ANTHROPOLOGY	3	1
COMP LIT	ARCHAEOLOGY	37	14
COMP LIT	ART HISTORY	4	11
COMP LIT	ASTRONOMY	958	118
COMP LIT	BIOCHEMISTRY	185	58
COMP LIT	CHEMISTRY	42	16
COMP LIT	CLASSICS	58	1
COMP LIT	COMMUNIC	233	340
COMP LIT	COMP LIT	25	5
COMP LIT	COMP SCI	12	2
COMP LIT	EARTH SCI	9	6
COMP LIT	ECONOMICS	3	11
COMP LIT	EDUCATION	488	116
COMP LIT	ENGINEERING	0	0
COMP LIT	ENGLISH LIT	61	35
COMP LIT	EVOLUTION BIO	9	2
COMP LIT	HISTORY	41	18
COMP LIT	LINGUISTICS	743	131
COMP LIT	MATH	33	3
COMP LIT	MID EAST STUD	20	20
COMP LIT	MOLEC BIO	0	1
COMP LIT	MUS TH & COM	37	6
COMP LIT	NEUROSCI	323	126
COMP LIT	PHILOSOPHY	322	51
COMP LIT	PHYSICS	207	283
COMP LIT	POLITICAL SCI	190	35
COMP LIT	PSYCHOLOGY	48	4
COMP LIT	SOCIOLOLOGY	37	34
COMP LIT	SPANISH LIT	4	2
COMP LIT	STATISTICS	1	1
COMP SCI	ANTHROPOLOGY	60	260
COMP SCI	ARCHAEOLOGY	35	295
COMP SCI	ART HISTORY	53	130
COMP SCI	ASTRONOMY	4	38
COMP SCI	BIOCHEMISTRY	24	57
COMP SCI	CHEMISTRY	2	30
COMP SCI	CLASSICS	214	67
COMP SCI	COMMUNIC	1	1
COMP SCI	COMP LIT	20	39
COMP SCI	COMP SCI	25	7
COMP SCI	EARTH SCI	23	116
COMP SCI	ECONOMICS	10	58
COMP SCI	EDUCATION	74	307
COMP SCI	ENGINEERING	135	284
COMP SCI	ENGLISH LIT	130	525
COMP SCI	EVOLUTION BIO	70	61
COMP SCI	HISTORY	126	169
COMP SCI	LINGUISTICS	65	20
COMP SCI	MATH	80	218
COMP SCI	MID EAST STUD	7	38
COMP SCI	MOLEC BIO	214	180
COMP SCI	MUS TH & COM	239	956
COMP SCI	NEUROSCI	34	135
COMP SCI	PHILOSOPHY	32	29
COMP SCI	PHYSICS	134	335
COMP SCI	POLITICAL SCI	77	26
COMP SCI	PSYCHOLOGY	6	0
COMP SCI	SOCIOLOLOGY	16	67
COMP SCI	SPANISH LIT	58	26
COMP SCI	STATISTICS	5	13
EARTH SCI	ANTHROPOLOGY	0	10
EARTH SCI	ARCHAEOLOGY	378	207
EARTH SCI	ART HISTORY	65	50
EARTH SCI	ASTRONOMY	88	107
EARTH SCI	BIOCHEMISTRY	354	123
EARTH SCI	CHEMISTRY	1	5
EARTH SCI	CLASSICS	475	85
EARTH SCI	COMMUNIC	467	282
EARTH SCI	COMP LIT	6	15
EARTH SCI	COMP SCI	1	1
EARTH SCI	EARTH SCI	22	17
EARTH SCI	ECONOMICS	4	18
EARTH SCI	EDUCATION	113	94
EARTH SCI	ENGINEERING	6	77
EARTH SCI	ENGLISH LIT	8	19
EARTH SCI	EVOLUTION BIO	0	1
EARTH SCI	HISTORY	9	17
EARTH SCI	LINGUISTICS	61	97
EARTH SCI	MATH	51	54
EARTH SCI	MID EAST STUD	4	7
EARTH SCI	MOLEC BIO	4	3
EARTH SCI	MUS TH & COM	131	98
EARTH SCI	NEUROSCI	53	114
EARTH SCI	PHILOSOPHY	97	187
EARTH SCI	PHYSICS	34	53
EARTH SCI	POLITICAL SCI	23	290
EARTH SCI	PSYCHOLOGY	23	105
EARTH SCI	SOCIOLOLOGY	19	27
EARTH SCI	SPANISH LIT	5	25
EARTH SCI	STATISTICS	28	19
ECONOMICS	ANTHROPOLOGY	52	8
ECONOMICS	ARCHAEOLOGY	847	64
ECONOMICS	ART HISTORY	42	56
ECONOMICS	ASTRONOMY	252	9
ECONOMICS	BIOCHEMISTRY	159	1
ECONOMICS	CHEMISTRY	27	19
ECONOMICS	CLASSICS	48	38
ECONOMICS	COMMUNIC	561	111
ECONOMICS	COMP LIT	7	2
ECONOMICS	COMP SCI	112	43
ECONOMICS	EARTH SCI	50	29
ECONOMICS	ECONOMICS	41	6
ECONOMICS	EDUCATION	5	4
ECONOMICS	ENGINEERING	91	18
ECONOMICS	ENGLISH LIT	17	18
ECONOMICS	EVOLUTION BIO	93	141
ECONOMICS	HISTORY	1231	164
ECONOMICS	LINGUISTICS	34	0
ECONOMICS	MATH	22	2
ECONOMICS	MID EAST STUD	16	7
ECONOMICS	MOLEC BIO	26	34
ECONOMICS	MUS TH & COM	146	16
ECONOMICS	NEUROSCI	48	10
ECONOMICS	PHILOSOPHY	314	10
ECONOMICS	PHYSICS	234	40
ECONOMICS	POLITICAL SCI	137	64
ECONOMICS	PSYCHOLOGY	2	0
ECONOMICS	SOCIOLOLOGY	10	4
ECONOMICS	SPANISH LIT	70	23
ECONOMICS	STATISTICS	7	5
EDUCATION	ANTHROPOLOGY	71	147
EDUCATION	ARCHAEOLOGY	53	105
EDUCATION	ART HISTORY	27	325
EDUCATION	ASTRONOMY	21	44
EDUCATION	BIOCHEMISTRY	23	110
EDUCATION	CHEMISTRY	59	537
EDUCATION	CLASSICS	137	332
EDUCATION	COMMUNIC	13	60
EDUCATION	COMP LIT	7	36
EDUCATION	COMP SCI	22	12
EDUCATION	EARTH SCI	15	87
EDUCATION	ECONOMICS	38	252
EDUCATION	EDUCATION	82	80
EDUCATION	ENGINEERING	8	70
EDUCATION	ENGLISH LIT	46	197
EDUCATION	EVOLUTION BIO	16	440
EDUCATION	HISTORY	42	186
EDUCATION	LINGUISTICS	13	20
EDUCATION	MATH	16	90
EDUCATION	MID EAST STUD	124	431
EDUCATION	MOLEC BIO	84	149
EDUCATION	MUS TH & COM	94	177
EDUCATION	NEUROSCI	19	12
EDUCATION	PHILOSOPHY	13	221
EDUCATION	PHYSICS	11	46
EDUCATION	POLITICAL SCI	40	57
EDUCATION	PSYCHOLOGY	8	7
EDUCATION	SOCIOLOLOGY	29	106
EDUCATION	SPANISH LIT	4	19
EDUCATION	STATISTICS	322	385
ENGINEERING	ANTHROPOLOGY	2	5
ENGINEERING	ARCHAEOLOGY	31	36
ENGINEERING	ART HISTORY	0	4
ENGINEERING	ASTRONOMY	26	99
ENGINEERING	BIOCHEMISTRY	56	385
ENGINEERING	CHEMISTRY	0	14
