field	covariate
ANTHROPOLOGY	2.7545225522222037
ARCHAEOLOGY	2.108619279519532
ART HISTORY	2.7465254384024878
ASTRONOMY	4.372226740453692
BIOCHEMISTRY	3.312314051067302
CHEMISTRY	3.4344260349876414
CLASSICS	3.0679217425852383
COMMUNIC	3.563399437463757
COMP LIT	4.148969134464664
COMP SCI	3.632362028426878
EARTH SCI	2.6115149795875183
ECONOMICS	4.010887120094431
EDUCATION	4.87679323523067
ENGINEERING	2.4137275893761823
ENGLISH LIT	4.0073983858724995
EVOLUTION BIO	3.1904750934266515
HISTORY	3.4327407032043866
LINGUISTICS	2.377285172562339
MATH	2.3244936246676424
MID EAST STUD	4.028845945261217
MOLEC BIO	4.658145185507461
MUS TH & COM	3.7392798536373117
NEUROSCI	4.946984341353693
PHILOSOPHY	2.062810796071199
PHYSICS	4.772355016841662
POLITICAL SCI	4.228691706696071
PSYCHOLOGY	2.33432195129821
SOCIOLOLOGY	4.6918851540661874
SPANISH LIT	2.8271282862641476
STATISTICS	4.433232651727524
