field	covariate
ANTHROPOLOGY	4.4455113800585675
ARCHAEOLOGY	4.83726945331005
ART HISTORY	2.12202510674099
ASTRONOMY	2.8706239649123697
BIOCHEMISTRY	3.967250164571822
CHEMISTRY	4.672157208557584
CLASSICS	4.875881289126985
COMMUNIC	3.6359717136972645
COMP LIT	2.3204355594685637
COMP SCI	2.345532045898791
EARTH SCI	3.225428382763777
ECONOMICS	2.3452602440440824
EDUCATION	3.6273020962273863
ENGINEERING	4.758014463232865
ENGLISH LIT	2.67055349043805
EVOLUTION BIO	2.910612235973866
HISTORY	2.337837899776655
LINGUISTICS	2.1974931261212385
MATH	4.222632516873546
MID EAST STUD	4.270990667141845
MOLEC BIO	2.7844151211263783
MUS TH & COM	3.606951015737007
NEUROSCI	2.0323164793897233
PHILOSOPHY	2.291697503551817
PHYSICS	2.7689874954498355
POLITICAL SCI	4.767170053378768
PSYCHOLOGY	2.8281942399645725
SOCIOLOLOGY	2.2706283072845626
SPANISH LIT	2.604964124592834
STATISTICS	4.897428965094781
