from_matched_field	to_matched_field	n_male	n_female
ANTHROPOLOGY	ANTHROPOLOGY	18	54
ANTHROPOLOGY	ARCHAEOLOGY	62	28
ANTHROPOLOGY	ART HISTORY	0	0
ANTHROPOLOGY	ASTRONOMY	4	32
ANTHROPOLOGY	BIOCHEMISTRY	1	5
ANTHROPOLOGY	CHEMISTRY	3	4
ANTHROPOLOGY	CLASSICS	65	126
ANTHROPOLOGY	COMMUNIC	26	238
ANTHROPOLOGY	COMP LIT	13	49
ANTHROPOLOGY	COMP SCI	46	12
ANTHROPOLOGY	EARTH SCI	56	191
ANTHROPOLOGY	ECONOMICS	341	183
ANTHROPOLOGY	EDUCATION	171	95
ANTHROPOLOGY	ENGINEERING	4	66
ANTHROPOLOGY	ENGLISH LIT	6	1
ANTHROPOLOGY	EVOLUTION BIO	2	2
ANTHROPOLOGY	HISTORY	7	48
ANTHROPOLOGY	LINGUISTICS	2	91
ANTHROPOLOGY	MATH	24	14
ANTHROPOLOGY	MID EAST STUD	62	73
ANTHROPOLOGY	MOLEC BIO	65	17
ANTHROPOLOGY	MUS TH & COM	33	18
ANTHROPOLOGY	NEUROSCI	10	143
ANTHROPOLOGY	PHILOSOPHY	11	104
ANTHROPOLOGY	PHYSICS	17	112
ANTHROPOLOGY	POLITICAL SCI	192	18
ANTHROPOLOGY	PSYCHOLOGY	99	123
ANTHROPOLOGY	SOCIOLOLOGY	170	737
ANTHROPOLOGY	SPANISH LIT	76	23
ANTHROPOLOGY	STATISTICS	104	71
ARCHAEOLOGY	ANTHROPOLOGY	10	237
ARCHAEOLOGY	ARCHAEOLOGY	95	43
ARCHAEOLOGY	ART HISTORY	150	147
ARCHAEOLOGY	ASTRONOMY	12	173
ARCHAEOLOGY	BIOCHEMISTRY	1	23
ARCHAEOLOGY	CHEMISTRY	274	133
ARCHAEOLOGY	CLASSICS	116	65
ARCHAEOLOGY	COMMUNIC	7	2
ARCHAEOLOGY	COMP LIT	12	48
ARCHAEOLOGY	COMP SCI	77	10
ARCHAEOLOGY	EARTH SCI	323	294
ARCHAEOLOGY	ECONOMICS	47	30
ARCHAEOLOGY	EDUCATION	683	90
ARCHAEOLOGY	ENGINEERING	4	20
ARCHAEOLOGY	ENGLISH LIT	15	32
ARCHAEOLOGY	EVOLUTION BIO	12	8
ARCHAEOLOGY	HISTORY	20	6
ARCHAEOLOGY	LINGUISTICS	0	0
ARCHAEOLOGY	MATH	268	62
ARCHAEOLOGY	MID EAST STUD	32	600
ARCHAEOLOGY	MOLEC BIO	18	24
ARCHAEOLOGY	MUS TH & COM	20	33
ARCHAEOLOGY	NEUROSCI	90	89
ARCHAEOLOGY	PHILOSOPHY	39	359
ARCHAEOLOGY	PHYSICS	22	796
ARCHAEOLOGY	POLITICAL SCI	1	12
ARCHAEOLOGY	PSYCHOLOGY	0	4
ARCHAEOLOGY	SOCIOLOLOGY	5	284
ARCHAEOLOGY	SPANISH LIT	6	10
ARCHAEOLOGY	STATISTICS	0	0
ART HISTORY	ANTHROPOLOGY	21	127
ART HISTORY	ARCHAEOLOGY	43	133
ART HISTORY	ART HISTORY	4	39
ART HISTORY	ASTRONOMY	13	216
ART HISTORY	BIOCHEMISTRY	2	16
ART HISTORY	CHEMISTRY	34	67
ART HISTORY	CLASSICS	19	180
ART HISTORY	COMMUNIC	26	96
ART HISTORY	COMP LIT	41	89
ART HISTORY	COMP SCI	18	208
ART HISTORY	EARTH SCI	4	8
ART HISTORY	ECONOMICS	72	127
ART HISTORY	EDUCATION	20	27
ART HISTORY	ENGINEERING	0	129
ART HISTORY	ENGLISH LIT	59	79
ART HISTORY	EVOLUTION BIO	15	34
ART HISTORY	HISTORY	88	33
ART HISTORY	LINGUISTICS	35	69
ART HISTORY	MATH	173	144
ART HISTORY	MID EAST STUD	5	216
ART HISTORY	MOLEC BIO	55	59
ART HISTORY	MUS TH & COM	66	9
ART HISTORY	NEUROSCI	24	112
ART HISTORY	PHILOSOPHY	12	29
ART HISTORY	PHYSICS	0	3
ART HISTORY	POLITICAL SCI	86	60
ART HISTORY	PSYCHOLOGY	79	251
ART HISTORY	SOCIOLOLOGY	3	50
ART HISTORY	SPANISH LIT	299	170
ART HISTORY	STATISTICS	23	61
ASTRONOMY	ANTHROPOLOGY	1	12
ASTRONOMY	ARCHAEOLOGY	167	62
ASTRONOMY	ART HISTORY	67	29
ASTRONOMY	ASTRONOMY	22	51
ASTRONOMY	BIOCHEMISTRY	69	18
