field	covariate
ANTHROPOLOGY	3.3397847717534592
ARCHAEOLOGY	4.64324004814579
ART HISTORY	4.778683097822964
ASTRONOMY	2.148561214857976
BIOCHEMISTRY	2.165955985517578
CHEMISTRY	2.2324367151854387
CLASSICS	3.0338966489149652
COMMUNIC	3.9658668756686284
COMP LIT	3.8275368005360786
COMP SCI	4.403494829586005
EARTH SCI	2.478574321734004
ECONOMICS	4.4061187571934415
EDUCATION	4.663368662506276
ENGINEERING	2.4917238392663563
ENGLISH LIT	3.4082096181675747
EVOLUTION BIO	2.117658649347054
HISTORY	2.9517602858293586
LINGUISTICS	2.2631510754543918
MATH	4.524720371782558
MID EAST STUD	3.2469735494743324
MOLEC BIO	2.8911265691502015
MUS TH & COM	2.81666205335341
NEUROSCI	4.201637944489471
PHILOSOPHY	4.421538312688221
PHYSICS	3.69798389301664
POLITICAL SCI	3.297731887252602
PSYCHOLOGY	3.373375210531536
SOCIOLOLOGY	2.469393045289121
SPANISH LIT	4.059173371000366
STATISTICS	4.568083617759524
